deployment,exp_id,val_id,game_name,game_number,message,passed_count,chain,generation,received_messages,received_from_id,edit_distance
COGSCI21-LIVINGDOC-ITER-FR-1,Byb_kuveO,rkeZd1_Pxd,relational_v1,8,"You play as the white cube. The goal is to push the blue cubes into the yellow cubes. If there is no yellow cube, push a dark orange one into a purple one to make a yellow one. If there is no purple cube, then just tap the dark orange cube to turn it yellow as well. If there is a pink cube, push it to turn it dark orange, then combine it with the purple cube to turn it yellow. There is a time limit.

Third player's notes: When you touch a light red it turns dark red. Dark red cube + purple cube = yellow cube. Combining light red + dark red and pushing the dark red into the light red also results in a yellow. Don't be afraid to experiment. ",1,HkyrD1Ilu,6,"[""You play as the white cube. The goal is to push the blue cubes into the yellow cubes. If there is no yellow cube, push a dark orange one into a purple one to make a yellow one. If there is no purple cube, then just tap the dark orange cube to turn it yellow as well. If there is a pink cube, push it to turn it dark orange, then combine it with the purple cube to turn it yellow. There is a time limit.\n\nSecond player's notes: I think my experience may have been changed by differences in color perception, as I saw no purple cubes. Dark red cubes will turn yellow but will not move after they have turned/once you have touched them. I personally am not sure how to combine them to win.""]",ryob2QPgO,194
COGSCI21-LIVINGDOC-ITER-FR-1,Byb_kuveO,rkeZd1_Pxd,lemmings_var2_v1,9,"You play as the dark blue tile. Red tiles will spawn at the purple tile until the purple tile disappears. The goal is for all of the red tiles to move onto the green tile. If you use the spacebar, you will clear a wall in front of you. This costs 1 point. You can use the spacebar on the other dark blue tiles to make a yellow tile that will eat all of the walls. If a red tile hits a light blue tile, your score will go down by 2 points. Avoid light blue, dark blue, and yellow tiles directly as they will kill you. Take your time and be patient, test where each red block will go, sometimes you won't need to convert the blue blocks into the yellow blocks to clear the level. ",1,HkyrD1Ilu,6,"[""You play as the dark blue tile. Red tiles will spawn at the purple tile until the purple tile disappears. The goal is for all of the red tiles to move onto the green tile. If you use the spacebar, you will clear a wall in front of you. This costs 1 point. You can use the spacebar on the other dark blue tiles to make a yellow tile that will eat all of the walls. If a red tile hits a light blue tile, your score will go down by 2 points. Avoid light blue, dark blue, and yellow tiles directly as they will kill you.""]",ryob2QPgO,162
COGSCI21-LIVINGDOC-ITER-FR-1,By78tFDed,HJemUKKDxO,explore_exploit_v1,0,"You play as the dark blue cube. Collect all of the green cubes you can to win. You may also need to collect the light orange cubes to end the level. Ignore cubes of other colors. There may be a scenario where you might not be able to get the green cube, ignore that and go for the light orange cube. You have to press the arrow key for each move, which takes some time. You should move in straight lines as much as possible towards the green cubes.",0,HkyrD1Ilu,7,"[""You play as the dark blue cube. Collect all of the green cubes you can to win. You may also need to collect the light orange cubes to end the level. Ignore cubes of other colors. There may be a scenario where you might not be able to get the green cube, ignore that and go for the light orange cube. ""]",Byb_kuveO,148
COGSCI21-LIVINGDOC-ITER-FR-1,By78tFDed,HJemUKKDxO,preconditions_v1,1,You play as the dark blue cube. The goal is to get to the yellow cube. Collecting white cubes lets you pass through and remove harmful green cubes. One white cube cancels out one green cube. You may need to work in turns to get to the yellow cube eventually. The bar represents how many white cubes you've collected. Ignore all other colors besides white and green. It's not as hard as it sounds. Just always touch a white for every green you have to touch.,0,HkyrD1Ilu,7,"[""You play as the dark blue cube. The goal is to get to the yellow cube. Collecting white cubes lets you pass through and remove harmful green cubes. One white cube cancels out one green cube. You may need to work in turns to get to the yellow cube eventually. The bar represents how many white cubes you've collected. Ignore all other colors besides white and green. ""]",Byb_kuveO,91
COGSCI21-LIVINGDOC-ITER-FR-1,By78tFDed,HJemUKKDxO,watergame_v1,2,"You play as the dark blue tile. The goal is to get to the brown tile. Light blue tiles can harm you. Purple tiles can be pushed around; however, only one can be pushed at a time. Push the purple tiles onto the light blue tiles to clear them. Be very careful and analyze the situation and your strategy first before beginning.  Move very slow and carefully, you can get stuck very easily.",0,HkyrD1Ilu,7,"[""You play as the dark blue tile. The goal is to get to the brown tile. Light blue tiles can harm you. Purple tiles can be pushed around; however, only one can be pushed at a time. Push the purple tiles onto the light blue tiles to clear them. Be very careful and analyze the situation and your strategy first before beginning.  ""]",Byb_kuveO,60
COGSCI21-LIVINGDOC-ITER-FR-1,By78tFDed,HJemUKKDxO,zelda_v1,3,"You are the dark blue block. Pass over the orange block to pick it up. Your goal is the green block. You have to get to the green block while carrying the orange block to pass the level. The other cubes will be moving quickly and randomly and will harm you. Be sure to quickly get out of the spawn area. Don't stop and wait for a block too long, it will cost you lives.",0,HkyrD1Ilu,7,"[""You are the dark blue block. Pass over the orange block to pick it up. Your goal is the green block. You have to get to the green block while carrying the orange block to pass the level. The other cubes will be moving quickly and randomly and will harm you. Be sure to quickly get out of the spawn area. ""]",Byb_kuveO,65
COGSCI21-LIVINGDOC-ITER-FR-1,By78tFDed,HJemUKKDxO,avoid_george_v1,4,"You play as the dark blue cube. The yellow cube changes all the green cubes to purple. Touching the yellow cube is harmful. Letting the yellow cube change all the green to purple results in a game over. Pressing the spacebar makes a brown cube appear in whatever direction you are facing. Lost on my first try so that's all I have, not sure what the goal of the game is, but do NOT do the things listed above.

Second player's notes: same as above, but you can move over the brown cube. I won my first level but I am not sure how and I was not able to replicate the victory. Third player's notes: The following above is true. You are to press the spacebar and put the brown block over the blocks that the yellow block has gone over; the different colored blocks. Doing this for a certain amount of time or an x number of times will result in victory. Make sure not to touch the yellow block however, it can also clip through the ""walls"" in the game. Fourth Player notes: The key is to wait until the yellow move away, then quickly turn the blues green again.",0,HkyrD1Ilu,7,"[""You play as the dark blue cube. The yellow cube changes all the green cubes to purple. Touching the yellow cube is harmful. Letting the yellow cube change all the green to purple results in a game over. Pressing the spacebar makes a brown cube appear in whatever direction you are facing. Lost on my first try so that's all I have, not sure what the goal of the game is, but do NOT do the things listed above.\n\nSecond player's notes: same as above, but you can move over the brown cube. I won my first level but I am not sure how and I was not able to replicate the victory. Third player's notes: The following above is true. You are to press the spacebar and put the brown block over the blocks that the yellow block has gone over; the different colored blocks. Doing this for a certain amount of time or an x number of times will result in victory. Make sure not to touch the yellow block however, it can also clip through the \""walls\"" in the game. ""]",Byb_kuveO,108
COGSCI21-LIVINGDOC-ITER-FR-1,By78tFDed,HJemUKKDxO,plaqueattack_v1,5,"You need the spacebar for this game. Use the directional buttons to move. Press the spacebar to fire bullets. The direction of the bullets depends on the directional button you last pressed. Protect the dark red and yellow cubes from the enemies above and below. If all the cubes have been hit, you lose a life. Once the cubes at the end of a tunnel disappear, then there will be no more enemies to come out of that tunnel. When there are no more cubes in each tunnel, you win the level. You lose when all the yellow cubes turn green. An easy way to win is to go to a single side of the map and spam spacebar sideways ;). The trick in the last sentence works wonderfully. Just know you have to spam it pretty fast on the last couple levels.",0,HkyrD1Ilu,7,"[""You need the spacebar for this game. Use the directional buttons to move. Press the spacebar to fire bullets. The direction of the bullets depends on the directional button you last pressed. Protect the dark red and yellow cubes from the enemies above and below. If all the cubes have been hit, you lose a life. Once the cubes at the end of a tunnel disappear, then there will be no more enemies to come out of that tunnel. When there are no more cubes in each tunnel, you win the level. You lose when all the yellow cubes turn green. An easy way to win is to go to a single side of the map and spam spacebar sideways ;).""]",Byb_kuveO,119
COGSCI21-LIVINGDOC-ITER-FR-1,By78tFDed,HJemUKKDxO,sokoban_v1,6,"You play as the dark blue box. Get rid of all of the green boxes by pushing them into the red ones. Don't worry, no object can hurt you in this one, but letting the timer run out will result in a game over. You get a bonus based on how fast you do the task. You CAN pass over red box. It doesn't matter which red box you move them in, as long as all the green boxes are gone. Be careful, because what seems like the closest or easiest box might end up with you stuck! If it seems like getting to one red is impossible; try to get all the green to the other red block. Just plan ahead before you click start and it's extremely easy.",0,HkyrD1Ilu,7,"[""You play as the dark blue box. Get rid of all of the green boxes by pushing them into the red ones. Don't worry, no object can hurt you in this one, but letting the timer run out will result in a game over. You get a bonus based on how fast you do the task. You CAN pass over red box. It doesn't matter which red box you move them in, as long as all the green boxes are gone. Be careful, because what seems like the closest or easiest box might end up with you stuck! If it seems like getting to one red is impossible; try to get all the green to the other red block. ""]",Byb_kuveO,63
COGSCI21-LIVINGDOC-ITER-FR-1,By78tFDed,HJemUKKDxO,push_boulders_v1,7,"You play as the dark blue cube. Your goal is to reach the yellow cube. You can push the green cubes. If you push a green cube over a cube that isn't light red or green, the non-green cube will vanish. If you push it over a light red cube, the light red cube will be pushed as well. If you touch any cube that isn't green or yellow directly, you will die. Be careful not to get stuck in a corner with a green cube still attached. Take a moment to look at the situation ahead of you and don't be afraid to take your time. There isn't a timer. The above advice is great, I'd just add that it's very easy to get stuck in the later levels since green can't push green.",0,HkyrD1Ilu,7,"[""You play as the dark blue cube. Your goal is to reach the yellow cube. You can push the green cubes. If you push a green cube over a cube that isn't light red or green, the non-green cube will vanish. If you push it over a light red cube, the light red cube will be pushed as well. If you touch any cube that isn't green or yellow directly, you will die. Be careful not to get stuck in a corner with a green cube still attached. Take a moment to look at the situation ahead of you and don't be afraid to take your time. There isn't a timer. ""]",Byb_kuveO,122
COGSCI21-LIVINGDOC-ITER-FR-1,By78tFDed,HJemUKKDxO,relational_v1,8,"You play as the white cube. The goal is to push the blue cubes into the yellow cubes. If there is no yellow cube, push a dark orange one into a purple one to make a yellow one. If there is no purple cube, then just tap the dark orange cube to turn it yellow as well. If there is a pink cube, push it to turn it dark orange, then combine it with the purple cube to turn it yellow. There is a time limit.

Third player's notes: When you touch a light red it turns dark red. Dark red cube + purple cube = yellow cube. Combining light red + dark red and pushing the dark red into the light red also results in a yellow. Don't be afraid to experiment. The above advice is perfect.",0,HkyrD1Ilu,7,"[""You play as the white cube. The goal is to push the blue cubes into the yellow cubes. If there is no yellow cube, push a dark orange one into a purple one to make a yellow one. If there is no purple cube, then just tap the dark orange cube to turn it yellow as well. If there is a pink cube, push it to turn it dark orange, then combine it with the purple cube to turn it yellow. There is a time limit.\n\nThird player's notes: When you touch a light red it turns dark red. Dark red cube + purple cube = yellow cube. Combining light red + dark red and pushing the dark red into the light red also results in a yellow. Don't be afraid to experiment. ""]",Byb_kuveO,28
COGSCI21-LIVINGDOC-ITER-FR-1,By78tFDed,HJemUKKDxO,lemmings_var2_v1,9,"You play as the dark blue tile. Red tiles will spawn at the purple tile until the purple tile disappears. The goal is for all of the red tiles to move onto the green tile. If you use the spacebar, you will clear a wall in front of you. This costs 1 point. You can use the spacebar on the other dark blue tiles to make a yellow tile that will eat all of the walls. If a red tile hits a light blue tile, your score will go down by 2 points. Avoid light blue, dark blue, and yellow tiles directly as they will kill you. Take your time and be patient, test where each red block will go, sometimes you won't need to convert the blue blocks into the yellow blocks to clear the level. If you use 10 points you lose.",0,HkyrD1Ilu,7,"[""You play as the dark blue tile. Red tiles will spawn at the purple tile until the purple tile disappears. The goal is for all of the red tiles to move onto the green tile. If you use the spacebar, you will clear a wall in front of you. This costs 1 point. You can use the spacebar on the other dark blue tiles to make a yellow tile that will eat all of the walls. If a red tile hits a light blue tile, your score will go down by 2 points. Avoid light blue, dark blue, and yellow tiles directly as they will kill you. Take your time and be patient, test where each red block will go, sometimes you won't need to convert the blue blocks into the yellow blocks to clear the level. ""]",Byb_kuveO,30
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,ryx3bayUld,explore_exploit_v1,0,"Move to the squares to ""eat"" them up. You can eat green squares or orange squares. If you eat all the proper squares you win. Eating orange squares can save time. Eating a darker shade of that square first saves time.",1,Hy3bTyUeu,0,null,,-1
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,ryx3bayUld,preconditions_v1,1,Green is bad. White is your shield and yellow is the goal.,1,Hy3bTyUeu,0,null,,-1
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,ryx3bayUld,zelda_v1,2,Beware of the random moving squares. Grab the dark orange square and bring it to the green square.,1,Hy3bTyUeu,0,null,,-1
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,ryx3bayUld,watergame_v1,3,Push the purple squares towards the light blue squares to get rid of them.,1,Hy3bTyUeu,0,null,,-1
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,ryx3bayUld,plaqueattack_v1,4,Squares will fall from the top. The yellow squares will turn green. You will lose once time is up or the squares all turn green. That is all I know comrade.,1,Hy3bTyUeu,0,null,,-1
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,ryx3bayUld,lemmings_var2_v1,5,Don't touch the light blue squares or you die. That's all I know. The other non moving squares don't do anything.,1,Hy3bTyUeu,0,null,,-1
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,ryx3bayUld,avoid_george_v1,6,The yellow square kills you. If all the green squares turn purple you also lose. I was the first. Good luck comrade.,1,Hy3bTyUeu,0,null,,-1
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,ryx3bayUld,push_boulders_v1,7,Push the green squares to get rid of the orange and blue squares. Avoid trapping yourself with the green squares. Yellow square is the goal. The lighter orange blocks don't go away.,1,Hy3bTyUeu,0,null,,-1
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,ryx3bayUld,relational_v1,8,Push the square toward the light yellow square to remove it. Remove all yellow squares to win. If you don't see a yellow square you might have to touch the square or push another square on top of it to change it to a yellow square.,1,Hy3bTyUeu,0,null,,-1
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,ryx3bayUld,sokoban_v1,9,Push the green square on top of the red square to get rid of them. Get rid of all the green squares to win. You can step on top of the red squares. Try to solve it before you start as you are timed.,1,Hy3bTyUeu,0,null,,-1
COGSCI21-LIVINGDOC-ITER-FR-1,SyuAOl8ed,BJed0ulLed,explore_exploit_v1,0,"Move to the squares to ""eat"" them up. You can eat green squares or orange squares. If you eat all the proper squares you win (You might only have to eat one color to win the game). Eating orange squares can save time. Eating a darker shade of that square first saves time. ",1,Hy3bTyUeu,1,"[""Move to the squares to \""eat\"" them up. You can eat green squares or orange squares. If you eat all the proper squares you win. Eating orange squares can save time. Eating a darker shade of that square first saves time.""]",Hy3bTyUeu,56
COGSCI21-LIVINGDOC-ITER-FR-1,SyuAOl8ed,BJed0ulLed,preconditions_v1,1,Green is bad. White is your shield and yellow is the goal.,1,Hy3bTyUeu,1,"[""Green is bad. White is your shield and yellow is the goal.""]",Hy3bTyUeu,0
COGSCI21-LIVINGDOC-ITER-FR-1,SyuAOl8ed,BJed0ulLed,zelda_v1,2,Beware of the random moving squares. Grab the dark orange square and bring it to the green square.,1,Hy3bTyUeu,1,"[""Beware of the random moving squares. Grab the dark orange square and bring it to the green square.""]",Hy3bTyUeu,0
COGSCI21-LIVINGDOC-ITER-FR-1,SyuAOl8ed,BJed0ulLed,watergame_v1,3,Push the purple squares towards the light blue squares to get rid of them. If you enter a light blue square you will die,1,Hy3bTyUeu,1,"[""Push the purple squares towards the light blue squares to get rid of them.""]",Hy3bTyUeu,46
COGSCI21-LIVINGDOC-ITER-FR-1,SyuAOl8ed,BJed0ulLed,plaqueattack_v1,4,Squares will fall from the top. The yellow squares will turn green. You will lose once time is up or the squares all turn green. That is all I know comrade. You cannot seem to move the blocks that fall.,1,Hy3bTyUeu,1,"[""Squares will fall from the top. The yellow squares will turn green. You will lose once time is up or the squares all turn green. That is all I know comrade.""]",Hy3bTyUeu,46
COGSCI21-LIVINGDOC-ITER-FR-1,SyuAOl8ed,BJed0ulLed,lemmings_var2_v1,5,"Don't touch the light blue squares or you die. Try to direct the moving blocks to the green block. If you go to where the red block ends, it will not go there ",1,Hy3bTyUeu,1,"[""Don't touch the light blue squares or you die. That's all I know. The other non moving squares don't do anything.""]",Hy3bTyUeu,84
COGSCI21-LIVINGDOC-ITER-FR-1,SyuAOl8ed,BJed0ulLed,avoid_george_v1,6,The yellow square kills you. If all the green squares turn purple you also lose. The more time you kill the better. Try to direct the green blocks by going near them,1,Hy3bTyUeu,1,"[""The yellow square kills you. If all the green squares turn purple you also lose. I was the first. Good luck comrade.""]",Hy3bTyUeu,65
COGSCI21-LIVINGDOC-ITER-FR-1,SyuAOl8ed,BJed0ulLed,push_boulders_v1,7,"Goal is to reach the yellow square. If you have to, push the green squares to get rid of the orange and blue squares. Avoid trapping yourself with the green squares. The lighter orange blocks don't go away.",1,Hy3bTyUeu,1,"[""Push the green squares to get rid of the orange and blue squares. Avoid trapping yourself with the green squares. Yellow square is the goal. The lighter orange blocks don't go away.""]",Hy3bTyUeu,80
COGSCI21-LIVINGDOC-ITER-FR-1,SyuAOl8ed,BJed0ulLed,relational_v1,8,"Push the lighter blue square toward the light yellow square to remove it. Remove all yellow squares to win. If you don't see any yellow squares, try to push the darker blue square on the other color squares",1,Hy3bTyUeu,1,"[""Push the square toward the light yellow square to remove it. Remove all yellow squares to win. If you don't see a yellow square you might have to touch the square or push another square on top of it to change it to a yellow square.""]",Hy3bTyUeu,73
COGSCI21-LIVINGDOC-ITER-FR-1,SyuAOl8ed,BJed0ulLed,sokoban_v1,9,Push the green square on top of the red square to get rid of them. Get rid of all the green squares to win. You can step on top of the red squares. Try to solve it before you start as you are timed.,1,Hy3bTyUeu,1,"[""Push the green square on top of the red square to get rid of them. Get rid of all the green squares to win. You can step on top of the red squares. Try to solve it before you start as you are timed.""]",Hy3bTyUeu,0
COGSCI21-LIVINGDOC-ITER-FR-1,rJ15vWIlu,BkxkcPZLgu,explore_exploit_v1,0,"Move to the squares to ""eat"" them up. You can eat green squares or orange squares. If you eat all the proper squares you win (You might only have to eat the orange squares to win the game). Eating orange squares can save time. Eating a darker shade of that square first saves time. ",1,Hy3bTyUeu,2,"[""Move to the squares to \""eat\"" them up. You can eat green squares or orange squares. If you eat all the proper squares you win (You might only have to eat one color to win the game). Eating orange squares can save time. Eating a darker shade of that square first saves time. ""]",SyuAOl8ed,13
COGSCI21-LIVINGDOC-ITER-FR-1,rJ15vWIlu,BkxkcPZLgu,preconditions_v1,1,Green is bad. White is your key and yellow is the goal.,1,Hy3bTyUeu,2,"[""Green is bad. White is your shield and yellow is the goal.""]",SyuAOl8ed,5
COGSCI21-LIVINGDOC-ITER-FR-1,rJ15vWIlu,BkxkcPZLgu,zelda_v1,2,Don't touch the randomly moving squares. Grab the dark orange square and bring it to the green square.,1,Hy3bTyUeu,2,"[""Beware of the random moving squares. Grab the dark orange square and bring it to the green square.""]",SyuAOl8ed,12
COGSCI21-LIVINGDOC-ITER-FR-1,rJ15vWIlu,BkxkcPZLgu,watergame_v1,3,Push the dark blue squares towards the light blue squares to get rid of them. You cannot push two blocks at the same time. If you enter a light blue square you will die.,1,Hy3bTyUeu,2,"[""Push the purple squares towards the light blue squares to get rid of them. If you enter a light blue square you will die""]",SyuAOl8ed,52
COGSCI21-LIVINGDOC-ITER-FR-1,rJ15vWIlu,BkxkcPZLgu,plaqueattack_v1,4,Squares will fall from the top. The yellow squares will turn green. When you enter the green square it will turn yellow again. You will lose once time is up or the squares all turn green. That is all I know comrade. You cannot seem to move the blocks that fall.,1,Hy3bTyUeu,2,"[""Squares will fall from the top. The yellow squares will turn green. You will lose once time is up or the squares all turn green. That is all I know comrade. You cannot seem to move the blocks that fall.""]",SyuAOl8ed,59
COGSCI21-LIVINGDOC-ITER-FR-1,rJ15vWIlu,BkxkcPZLgu,lemmings_var2_v1,5,"Don't touch the light blue squares or you die. Try to direct the moving blocks to the green block. If you go to where the red block ends, it will not go there. I don't understand how to win ",1,Hy3bTyUeu,2,"[""Don't touch the light blue squares or you die. Try to direct the moving blocks to the green block. If you go to where the red block ends, it will not go there ""]",SyuAOl8ed,31
COGSCI21-LIVINGDOC-ITER-FR-1,rJ15vWIlu,BkxkcPZLgu,avoid_george_v1,6,The yellow square kills you. If all the green squares turn purple you also lose. The more time you kill the better. Try to direct the green blocks away from yellow by going near them.,1,Hy3bTyUeu,2,"[""The yellow square kills you. If all the green squares turn purple you also lose. The more time you kill the better. Try to direct the green blocks by going near them""]",SyuAOl8ed,18
COGSCI21-LIVINGDOC-ITER-FR-1,rJ15vWIlu,BkxkcPZLgu,push_boulders_v1,7,"Goal is to reach the yellow square. If you have to, push the green squares to get rid of the orange and blue squares. Avoid trapping yourself with the green squares- you cannot push two at the same time. The lighter orange blocks don't go away.",1,Hy3bTyUeu,2,"[""Goal is to reach the yellow square. If you have to, push the green squares to get rid of the orange and blue squares. Avoid trapping yourself with the green squares. The lighter orange blocks don't go away.""]",SyuAOl8ed,38
COGSCI21-LIVINGDOC-ITER-FR-1,rJ15vWIlu,BkxkcPZLgu,relational_v1,8,"Push the lighter blue square toward the light yellow square to remove it. Remove all yellow squares to win. If you don't see any yellow squares, try to push the darker blue square on the other color squares, or push the other color squares around to reveal the yellow.",1,Hy3bTyUeu,2,"[""Push the lighter blue square toward the light yellow square to remove it. Remove all yellow squares to win. If you don't see any yellow squares, try to push the darker blue square on the other color squares""]",SyuAOl8ed,62
COGSCI21-LIVINGDOC-ITER-FR-1,rJ15vWIlu,BkxkcPZLgu,sokoban_v1,9,Push the green square on top of the red square to get rid of them. Get rid of all the green squares to win. You can step on top of the red squares. You can use the same red square to get rid of multiple green squares. Try to solve it before you start as you are timed.,1,Hy3bTyUeu,2,"[""Push the green square on top of the red square to get rid of them. Get rid of all the green squares to win. You can step on top of the red squares. Try to solve it before you start as you are timed.""]",SyuAOl8ed,70
COGSCI21-LIVINGDOC-ITER-FR-1,BJkq4GUld,SJeJ9NGLxd,explore_exploit_v1,0,"Move to the squares to ""eat"" them up. Eat only the orange squares. Do so as quickly as you can. You may encounter dark shaded orange squares. Eat those first.",1,Hy3bTyUeu,3,"[""Move to the squares to \""eat\"" them up. You can eat green squares or orange squares. If you eat all the proper squares you win (You might only have to eat the orange squares to win the game). Eating orange squares can save time. Eating a darker shade of that square first saves time. ""]",rJ15vWIlu,157
COGSCI21-LIVINGDOC-ITER-FR-1,BJkq4GUld,SJeJ9NGLxd,preconditions_v1,1,Green is bad. White is your key and yellow is the goal. Eating a white square will give you enough power to eat a single green square.,1,Hy3bTyUeu,3,"[""Green is bad. White is your key and yellow is the goal.""]",rJ15vWIlu,79
COGSCI21-LIVINGDOC-ITER-FR-1,BJkq4GUld,SJeJ9NGLxd,zelda_v1,2,Don't touch the randomly moving squares. Grab the dark orange square and bring it to the green square. Be patient until you are in the clear.,1,Hy3bTyUeu,3,"[""Don't touch the randomly moving squares. Grab the dark orange square and bring it to the green square.""]",rJ15vWIlu,39
COGSCI21-LIVINGDOC-ITER-FR-1,BJkq4GUld,SJeJ9NGLxd,watergame_v1,3,Push the dark blue squares towards the light blue squares to get rid of them. You cannot push two blocks at the same time. If you enter a light blue square you will die. There's a chance you can move the dark blue squares incorrectly that guarantees a death. Plan before you start.,1,Hy3bTyUeu,3,"[""Push the dark blue squares towards the light blue squares to get rid of them. You cannot push two blocks at the same time. If you enter a light blue square you will die.""]",rJ15vWIlu,112
COGSCI21-LIVINGDOC-ITER-FR-1,BJkq4GUld,SJeJ9NGLxd,plaqueattack_v1,4,"Squares will fall from the top and bottom. Shoot them like Space Invaders with the space bar. When a square reaches your yellow base, you will turn green. When all yellow squares turn green, you lose. When you enter the green square it will turn yellow again. You will lose once time is up or the squares all turn green. ",1,Hy3bTyUeu,3,"[""Squares will fall from the top. The yellow squares will turn green. When you enter the green square it will turn yellow again. You will lose once time is up or the squares all turn green. That is all I know comrade. You cannot seem to move the blocks that fall.""]",rJ15vWIlu,192
COGSCI21-LIVINGDOC-ITER-FR-1,BJkq4GUld,SJeJ9NGLxd,lemmings_var2_v1,5,Don't touch the blue squares or you die. Try to direct the moving red blocks to the green block. Use the space bar to dig out a path for them. You will get points when the red blocks reach the green block.,1,Hy3bTyUeu,3,"[""Don't touch the light blue squares or you die. Try to direct the moving blocks to the green block. If you go to where the red block ends, it will not go there. I don't understand how to win ""]",rJ15vWIlu,90
COGSCI21-LIVINGDOC-ITER-FR-1,BJkq4GUld,SJeJ9NGLxd,avoid_george_v1,6,The yellow square kills you. If all the green squares turn purple you also lose. The more time you kill the better. Use space bar to turn purple blocks to green.,1,Hy3bTyUeu,3,"[""The yellow square kills you. If all the green squares turn purple you also lose. The more time you kill the better. Try to direct the green blocks away from yellow by going near them.""]",rJ15vWIlu,51
COGSCI21-LIVINGDOC-ITER-FR-1,BJkq4GUld,SJeJ9NGLxd,push_boulders_v1,7,"Goal is to reach the yellow square. If you have to, push the green squares to get rid of the orange and blue squares. Avoid trapping yourself with the green squares- you cannot push two at the same time. The lighter orange blocks don't go away.",1,Hy3bTyUeu,3,"[""Goal is to reach the yellow square. If you have to, push the green squares to get rid of the orange and blue squares. Avoid trapping yourself with the green squares- you cannot push two at the same time. The lighter orange blocks don't go away.""]",rJ15vWIlu,0
COGSCI21-LIVINGDOC-ITER-FR-1,BJkq4GUld,SJeJ9NGLxd,relational_v1,8,"Push the lighter blue square toward the light yellow square to remove it. Remove all yellow squares to win. If you don't see any yellow squares, try to push the darker blue square on the other color squares, or push the other color squares around to reveal the yellow.",1,Hy3bTyUeu,3,"[""Push the lighter blue square toward the light yellow square to remove it. Remove all yellow squares to win. If you don't see any yellow squares, try to push the darker blue square on the other color squares, or push the other color squares around to reveal the yellow.""]",rJ15vWIlu,0
COGSCI21-LIVINGDOC-ITER-FR-1,BJkq4GUld,SJeJ9NGLxd,sokoban_v1,9,Push the green square on top of the red square to get rid of them. Get rid of all the green squares to win. You can step on top of the red squares. You can use the same red square to get rid of multiple green squares. Try to solve it before you start as you are timed.,1,Hy3bTyUeu,3,"[""Push the green square on top of the red square to get rid of them. Get rid of all the green squares to win. You can step on top of the red squares. You can use the same red square to get rid of multiple green squares. Try to solve it before you start as you are timed.""]",rJ15vWIlu,0
COGSCI21-LIVINGDOC-ITER-FR-1,r1fak4Il_,Byez6yEUxO,explore_exploit_v1,0,"You are a dark blue square. You must move to other colored squares to ""eat"" them. ""Eating"" all dark orange squares will advance the game; however, if one light orange squares exist in the level, only ""eat"" those. Finally, if no orange squares exist but pink squares do, ""eat"" those. Do so as quickly as you can. Good luck!",1,Hy3bTyUeu,4,"[""Move to the squares to \""eat\"" them up. Eat only the orange squares. Do so as quickly as you can. You may encounter dark shaded orange squares. Eat those first.""]",BJkq4GUld,221
COGSCI21-LIVINGDOC-ITER-FR-1,r1fak4Il_,Byez6yEUxO,preconditions_v1,1,"You are a blue square. Green squares are bad. ""Eating"" white squares allows you to ""eat"" green squares on a one-for-one basis. You goal is to ""eat"" the lone orange/yellow square.",1,Hy3bTyUeu,4,"[""Green is bad. White is your key and yellow is the goal. Eating a white square will give you enough power to eat a single green square.""]",BJkq4GUld,120
COGSCI21-LIVINGDOC-ITER-FR-1,r1fak4Il_,Byez6yEUxO,zelda_v1,2,"You are a blue square. Don't touch the randomly moving squares. ""Eat"" the lone dark orange square, then immediately ""eat"" the lone green square. Be patient until you are in the clear.",1,Hy3bTyUeu,4,"[""Don't touch the randomly moving squares. Grab the dark orange square and bring it to the green square. Be patient until you are in the clear.""]",BJkq4GUld,56
COGSCI21-LIVINGDOC-ITER-FR-1,r1fak4Il_,Byez6yEUxO,watergame_v1,3,"Push the dark blue squares towards the light blue squares to get rid of them. You cannot push two blocks at the same time. If you enter a light blue square you will die. You can also move the dark blue squares incorrectly, guaranteeing death. Plan before you start. (Note: Level 2 has no correct solution.)",1,Hy3bTyUeu,4,"[""Push the dark blue squares towards the light blue squares to get rid of them. You cannot push two blocks at the same time. If you enter a light blue square you will die. There's a chance you can move the dark blue squares incorrectly that guarantees a death. Plan before you start.""]",BJkq4GUld,68
