deployment,chain,generation,exp_id,game_number,game_name,message,edit_distance,sentence,sentence_number,sentence_is_duplicate
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,1,preconditions_v1,"You are a dark blue square. Green squares kill you. ""Eating"" one white square allows you to ""eat"" one green square. Your goal is to ""eat"" the orange and yellow squares. This level is not timed, so aproach it carefully!",76,"Your goal is to ""eat"" the orange and yellow squares.",3,True
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,1,preconditions_v1,"You are a dark blue square. Green squares kill you. ""Eating"" one white square allows you to ""eat"" one green square. Your goal is to ""eat"" the orange and yellow squares. This level is not timed, so aproach it carefully!",76,"This level is not timed, so aproach it carefully!",4,False
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,2,zelda_v1,"You are a blue square. Do not touch the randomly moving squares. To win, you must ""eat"" the dark orange square, and then the green square. Be patient until you are in the clear. This level is very hard.",72,You are a blue square.,0,True
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,2,zelda_v1,"You are a blue square. Do not touch the randomly moving squares. To win, you must ""eat"" the dark orange square, and then the green square. Be patient until you are in the clear. This level is very hard.",72,Do not touch the randomly moving squares.,1,False
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,2,zelda_v1,"You are a blue square. Do not touch the randomly moving squares. To win, you must ""eat"" the dark orange square, and then the green square. Be patient until you are in the clear. This level is very hard.",72,"To win, you must ""eat"" the dark orange square, and then the green square.",2,False
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,2,zelda_v1,"You are a blue square. Do not touch the randomly moving squares. To win, you must ""eat"" the dark orange square, and then the green square. Be patient until you are in the clear. This level is very hard.",72,Be patient until you are in the clear.,3,True
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,2,zelda_v1,"You are a blue square. Do not touch the randomly moving squares. To win, you must ""eat"" the dark orange square, and then the green square. Be patient until you are in the clear. This level is very hard.",72,This level is very hard.,4,False
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,3,watergame_v1,"Push the purple squares towards the light blue squares to get rid of them. You cannot push two blocks at the same time. If you touch a light blue square you will die. Plan before you start because if you move the purple squares incorrectly, you will guarantee death.",107,Push the purple squares towards the light blue squares to get rid of them.,0,True
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,3,watergame_v1,"Push the purple squares towards the light blue squares to get rid of them. You cannot push two blocks at the same time. If you touch a light blue square you will die. Plan before you start because if you move the purple squares incorrectly, you will guarantee death.",107,You cannot push two blocks at the same time.,1,True
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,3,watergame_v1,"Push the purple squares towards the light blue squares to get rid of them. You cannot push two blocks at the same time. If you touch a light blue square you will die. Plan before you start because if you move the purple squares incorrectly, you will guarantee death.",107,If you touch a light blue square you will die.,2,True
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,3,watergame_v1,"Push the purple squares towards the light blue squares to get rid of them. You cannot push two blocks at the same time. If you touch a light blue square you will die. Plan before you start because if you move the purple squares incorrectly, you will guarantee death.",107,"Plan before you start because if you move the purple squares incorrectly, you will guarantee death.",3,False
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,4,plaqueattack_v1,"Squares will crawl from the top and bottom to try to reach your yellow and red squares. You can use the spacebar to shoot at the direction you last moved towards. You must defend the yellow/red squares. If the enemy touches them, they will ""die"" and change colours. When all your squares ""die"", you lose. When you enter a ""dead"" square, it will be ""revived"" and will change back to it's original colour. Your goal is to ""kill"" all the moving squares. Do not touch blue squares or you will die.",209,Squares will crawl from the top and bottom to try to reach your yellow and red squares.,0,False
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,4,plaqueattack_v1,"Squares will crawl from the top and bottom to try to reach your yellow and red squares. You can use the spacebar to shoot at the direction you last moved towards. You must defend the yellow/red squares. If the enemy touches them, they will ""die"" and change colours. When all your squares ""die"", you lose. When you enter a ""dead"" square, it will be ""revived"" and will change back to it's original colour. Your goal is to ""kill"" all the moving squares. Do not touch blue squares or you will die.",209,You can use the spacebar to shoot at the direction you last moved towards.,1,False
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,4,plaqueattack_v1,"Squares will crawl from the top and bottom to try to reach your yellow and red squares. You can use the spacebar to shoot at the direction you last moved towards. You must defend the yellow/red squares. If the enemy touches them, they will ""die"" and change colours. When all your squares ""die"", you lose. When you enter a ""dead"" square, it will be ""revived"" and will change back to it's original colour. Your goal is to ""kill"" all the moving squares. Do not touch blue squares or you will die.",209,You must defend the yellow/red squares.,2,False
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,4,plaqueattack_v1,"Squares will crawl from the top and bottom to try to reach your yellow and red squares. You can use the spacebar to shoot at the direction you last moved towards. You must defend the yellow/red squares. If the enemy touches them, they will ""die"" and change colours. When all your squares ""die"", you lose. When you enter a ""dead"" square, it will be ""revived"" and will change back to it's original colour. Your goal is to ""kill"" all the moving squares. Do not touch blue squares or you will die.",209,"If the enemy touches them, they will ""die"" and change colours.",3,False
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,4,plaqueattack_v1,"Squares will crawl from the top and bottom to try to reach your yellow and red squares. You can use the spacebar to shoot at the direction you last moved towards. You must defend the yellow/red squares. If the enemy touches them, they will ""die"" and change colours. When all your squares ""die"", you lose. When you enter a ""dead"" square, it will be ""revived"" and will change back to it's original colour. Your goal is to ""kill"" all the moving squares. Do not touch blue squares or you will die.",209,"When all your squares ""die"", you lose.",4,False
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,4,plaqueattack_v1,"Squares will crawl from the top and bottom to try to reach your yellow and red squares. You can use the spacebar to shoot at the direction you last moved towards. You must defend the yellow/red squares. If the enemy touches them, they will ""die"" and change colours. When all your squares ""die"", you lose. When you enter a ""dead"" square, it will be ""revived"" and will change back to it's original colour. Your goal is to ""kill"" all the moving squares. Do not touch blue squares or you will die.",209,"When you enter a ""dead"" square, it will be ""revived"" and will change back to it's original colour.",5,False
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,4,plaqueattack_v1,"Squares will crawl from the top and bottom to try to reach your yellow and red squares. You can use the spacebar to shoot at the direction you last moved towards. You must defend the yellow/red squares. If the enemy touches them, they will ""die"" and change colours. When all your squares ""die"", you lose. When you enter a ""dead"" square, it will be ""revived"" and will change back to it's original colour. Your goal is to ""kill"" all the moving squares. Do not touch blue squares or you will die.",209,"Your goal is to ""kill"" all the moving squares.",6,False
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,4,plaqueattack_v1,"Squares will crawl from the top and bottom to try to reach your yellow and red squares. You can use the spacebar to shoot at the direction you last moved towards. You must defend the yellow/red squares. If the enemy touches them, they will ""die"" and change colours. When all your squares ""die"", you lose. When you enter a ""dead"" square, it will be ""revived"" and will change back to it's original colour. Your goal is to ""kill"" all the moving squares. Do not touch blue squares or you will die.",209,Do not touch blue squares or you will die.,7,True
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,5,lemmings_var2_v1,Red blocks will spawn from the purple block and will try to reach the green block. Use the space bar to dig out a path for them using the gray squares. (Note: each gray square is a 1 point deduction.) You will get points when the red blocks reach the green block. The light blue squares kill both you and the red squares. ,118,Red blocks will spawn from the purple block and will try to reach the green block.,0,False
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,5,lemmings_var2_v1,Red blocks will spawn from the purple block and will try to reach the green block. Use the space bar to dig out a path for them using the gray squares. (Note: each gray square is a 1 point deduction.) You will get points when the red blocks reach the green block. The light blue squares kill both you and the red squares. ,118,Use the space bar to dig out a path for them using the gray squares.,1,True
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,5,lemmings_var2_v1,Red blocks will spawn from the purple block and will try to reach the green block. Use the space bar to dig out a path for them using the gray squares. (Note: each gray square is a 1 point deduction.) You will get points when the red blocks reach the green block. The light blue squares kill both you and the red squares. ,118,(Note: each gray square is a 1 point deduction.),2,True
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,5,lemmings_var2_v1,Red blocks will spawn from the purple block and will try to reach the green block. Use the space bar to dig out a path for them using the gray squares. (Note: each gray square is a 1 point deduction.) You will get points when the red blocks reach the green block. The light blue squares kill both you and the red squares. ,118,You will get points when the red blocks reach the green block.,3,True
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,5,lemmings_var2_v1,Red blocks will spawn from the purple block and will try to reach the green block. Use the space bar to dig out a path for them using the gray squares. (Note: each gray square is a 1 point deduction.) You will get points when the red blocks reach the green block. The light blue squares kill both you and the red squares. ,118,The light blue squares kill both you and the red squares.,4,False
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,6,avoid_george_v1,"You are the blue square. The yellow square kills you. When the yellow square touches a green square, it turns purple. (Note: the yellow square can go through walls) If all the green squares turn purple you also will die. Use spacebar to turn purple blocks to green. Very winnable - logic and patience is key.",47,You are the blue square.,0,True
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,6,avoid_george_v1,"You are the blue square. The yellow square kills you. When the yellow square touches a green square, it turns purple. (Note: the yellow square can go through walls) If all the green squares turn purple you also will die. Use spacebar to turn purple blocks to green. Very winnable - logic and patience is key.",47,The yellow square kills you.,1,True
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,6,avoid_george_v1,"You are the blue square. The yellow square kills you. When the yellow square touches a green square, it turns purple. (Note: the yellow square can go through walls) If all the green squares turn purple you also will die. Use spacebar to turn purple blocks to green. Very winnable - logic and patience is key.",47,"When the yellow square touches a green square, it turns purple.",2,True
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,6,avoid_george_v1,"You are the blue square. The yellow square kills you. When the yellow square touches a green square, it turns purple. (Note: the yellow square can go through walls) If all the green squares turn purple you also will die. Use spacebar to turn purple blocks to green. Very winnable - logic and patience is key.",47,(Note: the yellow square can go through walls) If all the green squares turn purple you also will die.,3,False
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,6,avoid_george_v1,"You are the blue square. The yellow square kills you. When the yellow square touches a green square, it turns purple. (Note: the yellow square can go through walls) If all the green squares turn purple you also will die. Use spacebar to turn purple blocks to green. Very winnable - logic and patience is key.",47,Use spacebar to turn purple blocks to green.,4,True
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,6,avoid_george_v1,"You are the blue square. The yellow square kills you. When the yellow square touches a green square, it turns purple. (Note: the yellow square can go through walls) If all the green squares turn purple you also will die. Use spacebar to turn purple blocks to green. Very winnable - logic and patience is key.",47,Very winnable - logic and patience is key.,5,True
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,7,push_boulders_v1,"You are a dark blue square. The goal is to reach the yellow square. If you have to, push the green squares to get rid of the orange squares. The green squares eliminate the dark orange squares and pushes the light orange squares. Avoid trapping yourself with the green squares- you cannot push two at the same time. Touching the orange squares leads to death.",91,You are a dark blue square.,0,True
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,7,push_boulders_v1,"You are a dark blue square. The goal is to reach the yellow square. If you have to, push the green squares to get rid of the orange squares. The green squares eliminate the dark orange squares and pushes the light orange squares. Avoid trapping yourself with the green squares- you cannot push two at the same time. Touching the orange squares leads to death.",91,The goal is to reach the yellow square.,1,True
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,7,push_boulders_v1,"You are a dark blue square. The goal is to reach the yellow square. If you have to, push the green squares to get rid of the orange squares. The green squares eliminate the dark orange squares and pushes the light orange squares. Avoid trapping yourself with the green squares- you cannot push two at the same time. Touching the orange squares leads to death.",91,"If you have to, push the green squares to get rid of the orange squares.",2,False
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,7,push_boulders_v1,"You are a dark blue square. The goal is to reach the yellow square. If you have to, push the green squares to get rid of the orange squares. The green squares eliminate the dark orange squares and pushes the light orange squares. Avoid trapping yourself with the green squares- you cannot push two at the same time. Touching the orange squares leads to death.",91,The green squares eliminate the dark orange squares and pushes the light orange squares.,3,False
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,7,push_boulders_v1,"You are a dark blue square. The goal is to reach the yellow square. If you have to, push the green squares to get rid of the orange squares. The green squares eliminate the dark orange squares and pushes the light orange squares. Avoid trapping yourself with the green squares- you cannot push two at the same time. Touching the orange squares leads to death.",91,Avoid trapping yourself with the green squares- you cannot push two at the same time.,4,True
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,7,push_boulders_v1,"You are a dark blue square. The goal is to reach the yellow square. If you have to, push the green squares to get rid of the orange squares. The green squares eliminate the dark orange squares and pushes the light orange squares. Avoid trapping yourself with the green squares- you cannot push two at the same time. Touching the orange squares leads to death.",91,Touching the orange squares leads to death.,5,False
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,8,relational_v1,"You are a white square. Push the blue square onto the light yellow square to remove it. Remove all blue squares to win. 
If you don't see any yellow squares, try to push the orange squares on the purple squares. Sometimes you might have to touch a square for it to turn yellow. It may depend on the level.",65,You are a white square.,0,True
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,8,relational_v1,"You are a white square. Push the blue square onto the light yellow square to remove it. Remove all blue squares to win. 
If you don't see any yellow squares, try to push the orange squares on the purple squares. Sometimes you might have to touch a square for it to turn yellow. It may depend on the level.",65,Push the blue square onto the light yellow square to remove it.,1,True
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,8,relational_v1,"You are a white square. Push the blue square onto the light yellow square to remove it. Remove all blue squares to win. 
If you don't see any yellow squares, try to push the orange squares on the purple squares. Sometimes you might have to touch a square for it to turn yellow. It may depend on the level.",65,Remove all blue squares to win.,2,False
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,8,relational_v1,"You are a white square. Push the blue square onto the light yellow square to remove it. Remove all blue squares to win. 
If you don't see any yellow squares, try to push the orange squares on the purple squares. Sometimes you might have to touch a square for it to turn yellow. It may depend on the level.",65,"If you don't see any yellow squares, try to push the orange squares on the purple squares.",3,False
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,8,relational_v1,"You are a white square. Push the blue square onto the light yellow square to remove it. Remove all blue squares to win. 
If you don't see any yellow squares, try to push the orange squares on the purple squares. Sometimes you might have to touch a square for it to turn yellow. It may depend on the level.",65,Sometimes you might have to touch a square for it to turn yellow.,4,False
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,8,relational_v1,"You are a white square. Push the blue square onto the light yellow square to remove it. Remove all blue squares to win. 
If you don't see any yellow squares, try to push the orange squares on the purple squares. Sometimes you might have to touch a square for it to turn yellow. It may depend on the level.",65,It may depend on the level.,5,True
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,9,sokoban_v1,"You are a blue square. Push the green squares on top of the red squares to remove them from the game. Get rid of all the green squares to win. You can walk through the red squares, but not the green squares. You can use the same red square to remove multiple green squares. Try to solve it before you start as you are timed. Sometimes, certains red squares are impossible to reach. Be careful not to push a green square too far as you can't undo it.",57,You are a blue square.,0,True
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,9,sokoban_v1,"You are a blue square. Push the green squares on top of the red squares to remove them from the game. Get rid of all the green squares to win. You can walk through the red squares, but not the green squares. You can use the same red square to remove multiple green squares. Try to solve it before you start as you are timed. Sometimes, certains red squares are impossible to reach. Be careful not to push a green square too far as you can't undo it.",57,Push the green squares on top of the red squares to remove them from the game.,1,True
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,9,sokoban_v1,"You are a blue square. Push the green squares on top of the red squares to remove them from the game. Get rid of all the green squares to win. You can walk through the red squares, but not the green squares. You can use the same red square to remove multiple green squares. Try to solve it before you start as you are timed. Sometimes, certains red squares are impossible to reach. Be careful not to push a green square too far as you can't undo it.",57,Get rid of all the green squares to win.,2,True
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,9,sokoban_v1,"You are a blue square. Push the green squares on top of the red squares to remove them from the game. Get rid of all the green squares to win. You can walk through the red squares, but not the green squares. You can use the same red square to remove multiple green squares. Try to solve it before you start as you are timed. Sometimes, certains red squares are impossible to reach. Be careful not to push a green square too far as you can't undo it.",57,"You can walk through the red squares, but not the green squares.",3,True
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,9,sokoban_v1,"You are a blue square. Push the green squares on top of the red squares to remove them from the game. Get rid of all the green squares to win. You can walk through the red squares, but not the green squares. You can use the same red square to remove multiple green squares. Try to solve it before you start as you are timed. Sometimes, certains red squares are impossible to reach. Be careful not to push a green square too far as you can't undo it.",57,You can use the same red square to remove multiple green squares.,4,True
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,9,sokoban_v1,"You are a blue square. Push the green squares on top of the red squares to remove them from the game. Get rid of all the green squares to win. You can walk through the red squares, but not the green squares. You can use the same red square to remove multiple green squares. Try to solve it before you start as you are timed. Sometimes, certains red squares are impossible to reach. Be careful not to push a green square too far as you can't undo it.",57,Try to solve it before you start as you are timed.,5,True
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,9,sokoban_v1,"You are a blue square. Push the green squares on top of the red squares to remove them from the game. Get rid of all the green squares to win. You can walk through the red squares, but not the green squares. You can use the same red square to remove multiple green squares. Try to solve it before you start as you are timed. Sometimes, certains red squares are impossible to reach. Be careful not to push a green square too far as you can't undo it.",57,"Sometimes, certains red squares are impossible to reach.",6,False
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,B1YBbuPgu,9,sokoban_v1,"You are a blue square. Push the green squares on top of the red squares to remove them from the game. Get rid of all the green squares to win. You can walk through the red squares, but not the green squares. You can use the same red square to remove multiple green squares. Try to solve it before you start as you are timed. Sometimes, certains red squares are impossible to reach. Be careful not to push a green square too far as you can't undo it.",57,Be careful not to push a green square too far as you can't undo it.,7,True
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,0,HyK4f4UeO,0,explore_exploit_v1,Get the green blocks to the left.,-1,Get the green blocks to the left.,0,False
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,0,HyK4f4UeO,1,preconditions_v1,Get the left blocks.,-1,Get the left blocks.,0,False
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,0,HyK4f4UeO,2,relational_v1,Push all the blocks into each other.,-1,Push all the blocks into each other.,0,False
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,0,HyK4f4UeO,3,plaqueattack_v1,No idea,-1,No idea,0,False
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,0,HyK4f4UeO,4,avoid_george_v1,Avoid yellow block.,-1,Avoid yellow block.,0,False
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,0,HyK4f4UeO,5,lemmings_var2_v1,No idea,-1,No idea,0,False
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,0,HyK4f4UeO,6,sokoban_v1,Push green blocks into red,-1,Push green blocks into red,0,False
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,0,HyK4f4UeO,7,watergame_v1,Push dark blue blocks into light blue. Do not touch light blue blocks.,-1,Push dark blue blocks into light blue.,0,False
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,0,HyK4f4UeO,7,watergame_v1,Push dark blue blocks into light blue. Do not touch light blue blocks.,-1,Do not touch light blue blocks.,1,False
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,0,HyK4f4UeO,8,zelda_v1,Grab red block and bring it to green block w/o touching brown.,-1,Grab red block and bring it to green block w/o touching brown.,0,False
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,0,HyK4f4UeO,9,push_boulders_v1,"Don't touch red/pink blocks, can grab light blue blocks",-1,"Don't touch red/pink blocks, can grab light blue blocks",0,False
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,1,S1KYZxDxu,0,explore_exploit_v1,Cover the green blocks with the blue one.,13,Cover the green blocks with the blue one.,0,False
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,1,S1KYZxDxu,1,preconditions_v1,Get the red and yellow blocks.,13,Get the red and yellow blocks.,0,False
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,1,S1KYZxDxu,2,relational_v1,Push all the blocks into each other.,0,Push all the blocks into each other.,0,True
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,1,S1KYZxDxu,3,plaqueattack_v1,No idea,0,No idea,0,True
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,1,S1KYZxDxu,4,avoid_george_v1,Avoid yellow block while touching the blue ones.,29,Avoid yellow block while touching the blue ones.,0,False
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,1,S1KYZxDxu,5,lemmings_var2_v1,Avoid the light blue blocks.,24,Avoid the light blue blocks.,0,False
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,1,S1KYZxDxu,6,sokoban_v1,Push green blocks into red,0,Push green blocks into red,0,True
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,1,S1KYZxDxu,7,watergame_v1,Push dark blue blocks into light blue. Do not touch light blue blocks.The brown block turns blue. ,28,Push dark blue blocks into light blue.,0,True
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,1,S1KYZxDxu,7,watergame_v1,Push dark blue blocks into light blue. Do not touch light blue blocks.The brown block turns blue. ,28,Do not touch light blue blocks.The brown block turns blue.,1,False
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,1,S1KYZxDxu,8,zelda_v1,Grab red block and bring it to green block w/o touching pink.,5,Grab red block and bring it to green block w/o touching pink.,0,False
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,1,S1KYZxDxu,9,push_boulders_v1,"Try to get the yellow block. Don't touch red/pink blocks, can grab light blue blocks. Push green into red; it turns them green. ",73,Try to get the yellow block.,0,False
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,1,S1KYZxDxu,9,push_boulders_v1,"Try to get the yellow block. Don't touch red/pink blocks, can grab light blue blocks. Push green into red; it turns them green. ",73,"Don't touch red/pink blocks, can grab light blue blocks.",1,False
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,1,S1KYZxDxu,9,push_boulders_v1,"Try to get the yellow block. Don't touch red/pink blocks, can grab light blue blocks. Push green into red; it turns them green. ",73,Push green into red; it turns them green.,2,False
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,2,rJgZAbwlO,0,explore_exploit_v1,"Collect all of a single color of blocks in each.  Blue blocks cannot be collected.  If there are multiple colors of blocks, you only need to pick one color to collect.",136,Collect all of a single color of blocks in each.,0,False
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,2,rJgZAbwlO,0,explore_exploit_v1,"Collect all of a single color of blocks in each.  Blue blocks cannot be collected.  If there are multiple colors of blocks, you only need to pick one color to collect.",136,Blue blocks cannot be collected.,1,False
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,2,rJgZAbwlO,0,explore_exploit_v1,"Collect all of a single color of blocks in each.  Blue blocks cannot be collected.  If there are multiple colors of blocks, you only need to pick one color to collect.",136,"If there are multiple colors of blocks, you only need to pick one color to collect.",2,False
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,2,rJgZAbwlO,1,preconditions_v1,"Collect the yellow block to win.  The green blocks will hurt you, but each white block collected will protect you from a single green block.",116,Collect the yellow block to win.,0,False
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,2,rJgZAbwlO,1,preconditions_v1,"Collect the yellow block to win.  The green blocks will hurt you, but each white block collected will protect you from a single green block.",116,"The green blocks will hurt you, but each white block collected will protect you from a single green block.",1,False
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,2,rJgZAbwlO,2,relational_v1,"Push the blue blocks into the yellow blocks.  If there are no yellow blocks, you can create them by pushing red blocks into blocks of other colors (such as purple or pink), and then push the blue blocks into the yellow blocks you've created.",206,Push the blue blocks into the yellow blocks.,0,False
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,2,rJgZAbwlO,2,relational_v1,"Push the blue blocks into the yellow blocks.  If there are no yellow blocks, you can create them by pushing red blocks into blocks of other colors (such as purple or pink), and then push the blue blocks into the yellow blocks you've created.",206,"If there are no yellow blocks, you can create them by pushing red blocks into blocks of other colors (such as purple or pink), and then push the blue blocks into the yellow blocks you've created.",1,False
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,2,rJgZAbwlO,3,plaqueattack_v1,"Unsure - I felt I got farthest by keeping my blue block on top of one of the yellow blocks, but I still couldn't complete the first level.",133,"Unsure - I felt I got farthest by keeping my blue block on top of one of the yellow blocks, but I still couldn't complete the first level.",0,False
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,2,rJgZAbwlO,4,avoid_george_v1,Don't touch the yellow block.  Don't let the yellow block touch all of the green blocks.,55,Don't touch the yellow block.,0,False
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,2,rJgZAbwlO,4,avoid_george_v1,Don't touch the yellow block.  Don't let the yellow block touch all of the green blocks.,55,Don't let the yellow block touch all of the green blocks.,1,False
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,2,rJgZAbwlO,5,lemmings_var2_v1,Avoid the light blue blocks.  Pressing space with a dark blue block in front of you will turn it yellow and it will start collecting the gray barrier blocks.  Allow it to collect those without touching it.  You can also press space next to the gray blocks to collect them.,244,Avoid the light blue blocks.,0,True
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,2,rJgZAbwlO,5,lemmings_var2_v1,Avoid the light blue blocks.  Pressing space with a dark blue block in front of you will turn it yellow and it will start collecting the gray barrier blocks.  Allow it to collect those without touching it.  You can also press space next to the gray blocks to collect them.,244,Pressing space with a dark blue block in front of you will turn it yellow and it will start collecting the gray barrier blocks.,1,False
