deployment,chain,game_number,game_name,message
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,0,explore_exploit_v1,"['Move to the squares to ""eat"" them up. You can eat green squares or orange squares. If you eat all the proper squares you win. Eating orange squares can save time. Eating a darker shade of that square first saves time.', 'Move to the squares to ""eat"" them up. You can eat green squares or orange squares. If you eat all the proper squares you win (You might only have to eat one color to win the game). Eating orange squares can save time. Eating a darker shade of that square first saves time. ', 'Move to the squares to ""eat"" them up. You can eat green squares or orange squares. If you eat all the proper squares you win (You might only have to eat the orange squares to win the game). Eating orange squares can save time. Eating a darker shade of that square first saves time. ', 'Move to the squares to ""eat"" them up. Eat only the orange squares. Do so as quickly as you can. You may encounter dark shaded orange squares. Eat those first.', 'You are a dark blue square. You must move to other colored squares to ""eat"" them. ""Eating"" all dark orange squares will advance the game; however, if one light orange squares exist in the level, only ""eat"" those. Finally, if no orange squares exist but pink squares do, ""eat"" those. Do so as quickly as you can. Good luck!', 'You are a dark blue square. You must move to other colored squares to ""eat"" them. ""Eating"" all dark orange squares will advance the game; however, if one light orange squares exist in the level, only ""eat"" those. Finally, if no orange squares exist but pink squares do, ""eat"" those. Do so as quickly as you can. Good luck!\nis very easy', 'You are a dark blue square. You must move to other colored squares to ""eat"" them. ""Eating"" all dark orange squares will advance the game; however, if one light orange squares exist in the level, only ""eat"" those. Finally, if no orange squares exist but pink squares do, ""eat"" those. Do so as quickly as you can. Good luck!\nIt is very easy', 'You are a dark blue square. You must move to other colored squares to ""eat"" them. ""Eating"" all dark orange squares will advance the game; however, if one light orange squares exist in the level, only ""eat"" those. If no orange squares exist but pink squares do, ""eat"" those; finally, if there is only green squares, you will have to ""eat"" all of them. Do so as quickly as you can. Good luck!\nIt is very easy!']"
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,1,preconditions_v1,"['Green is bad. White is your shield and yellow is the goal.', 'Green is bad. White is your shield and yellow is the goal.', 'Green is bad. White is your key and yellow is the goal.', 'Green is bad. White is your key and yellow is the goal. Eating a white square will give you enough power to eat a single green square.', 'You are a blue square. Green squares are bad. ""Eating"" white squares allows you to ""eat"" green squares on a one-for-one basis. You goal is to ""eat"" the lone orange/yellow square.', 'You are a blue square. Green squares are bad. ""Eating"" white squares allows you to ""eat"" green squares on a one-for-one basis. You goal is to ""eat"" the lone orange/yellow square.\neat all the white squares to win', 'You are a blue square. Green squares kill you. ""Eating"" white squares allows you to ""eat"" green squares on a one-to-one basis. Your goal is to ""eat"" the orange and yellow squares.\nEat all the white squares to win.', 'You are a dark blue square. Green squares kill you. ""Eating"" one white square allows you to ""eat"" one green square. Your goal is to ""eat"" the orange and yellow squares. This level is not timed, so aproach it carefully!']"
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,2,zelda_v1,"['Beware of the random moving squares. Grab the dark orange square and bring it to the green square.', 'Beware of the random moving squares. Grab the dark orange square and bring it to the green square.', ""Don't touch the randomly moving squares. Grab the dark orange square and bring it to the green square."", ""Don't touch the randomly moving squares. Grab the dark orange square and bring it to the green square. Be patient until you are in the clear."", 'You are a blue square. Don\'t touch the randomly moving squares. ""Eat"" the lone dark orange square, then immediately ""eat"" the lone green square. Be patient until you are in the clear.', 'You are a blue square. Don\'t touch the randomly moving squares. ""Eat"" the lone dark orange square, then immediately ""eat"" the lone green square. Be patient until you are in the clear.', 'You are a blue square. Don\'t touch the randomly moving squares. ""Eat"" the lone dark orange square, then immediately ""eat"" the lone green square. Be patient until you are in the clear.', 'You are a blue square. Do not touch the randomly moving squares. To win, you must ""eat"" the dark orange square, and then the green square. Be patient until you are in the clear. This level is very hard.']"
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,3,watergame_v1,"['Push the purple squares towards the light blue squares to get rid of them.', 'Push the purple squares towards the light blue squares to get rid of them. If you enter a light blue square you will die', 'Push the dark blue squares towards the light blue squares to get rid of them. You cannot push two blocks at the same time. If you enter a light blue square you will die.', ""Push the dark blue squares towards the light blue squares to get rid of them. You cannot push two blocks at the same time. If you enter a light blue square you will die. There's a chance you can move the dark blue squares incorrectly that guarantees a death. Plan before you start."", 'Push the dark blue squares towards the light blue squares to get rid of them. You cannot push two blocks at the same time. If you enter a light blue square you will die. You can also move the dark blue squares incorrectly, guaranteeing death. Plan before you start. (Note: Level 2 has no correct solution.)', 'Push the dark blue squares towards the light blue squares to get rid of them. You cannot push two blocks at the same time. If you enter a light blue square you will die. You can also move the dark blue squares incorrectly, guaranteeing death. Plan before you start. (Note: Level 2 has no correct solution.)', 'Push the dark blue squares towards the light blue squares to get rid of them. You cannot push two blocks at the same time. If you touch a light blue square you will die. You can also move the dark blue squares incorrectly, guaranteeing death. Plan before you start. (Note: Level 2 has no correct solution.)', 'Push the purple squares towards the light blue squares to get rid of them. You cannot push two blocks at the same time. If you touch a light blue square you will die. Plan before you start because if you move the purple squares incorrectly, you will guarantee death.']"
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,4,plaqueattack_v1,"['Squares will fall from the top. The yellow squares will turn green. You will lose once time is up or the squares all turn green. That is all I know comrade.', 'Squares will fall from the top. The yellow squares will turn green. You will lose once time is up or the squares all turn green. That is all I know comrade. You cannot seem to move the blocks that fall.', 'Squares will fall from the top. The yellow squares will turn green. When you enter the green square it will turn yellow again. You will lose once time is up or the squares all turn green. That is all I know comrade. You cannot seem to move the blocks that fall.', 'Squares will fall from the top and bottom. Shoot them like Space Invaders with the space bar. When a square reaches your yellow base, you will turn green. When all yellow squares turn green, you lose. When you enter the green square it will turn yellow again. You will lose once time is up or the squares all turn green. ', 'Squares will crawl from the top and bottom and can move in all four directions. Shoot them like Space Invaders with the spacebar. You must defend the yellow squares. If the enemy touches them, they will turn green. When all yellow squares turn green, you lose. When you enter a green square, it will turn yellow again. You will lose once time is up or the yellow squares all turn green. Do not touch blue squares.', 'Squares will crawl from the top and bottom and can move in all four directions. Shoot them like Space Invaders with the spacebar. You must defend the yellow squares. If the enemy touches them, they will turn green. When all yellow squares turn green, you lose. When you enter a green square, it will turn yellow again. You will lose once time is up or the yellow squares all turn green. Do not touch blue squares.', 'Squares will crawl from the top and bottom and can move in all four directions. Shoot them like Space Invaders with the spacebar. You must defend the yellow squares. If the enemy touches them, they will turn green. When all yellow squares turn green, you lose. When you enter a green square, it will turn yellow again. You will lose once time is up or the yellow squares all turn green. Do not touch blue squares or you will die.', 'Squares will crawl from the top and bottom to try to reach your yellow and red squares. You can use the spacebar to shoot at the direction you last moved towards. You must defend the yellow/red squares. If the enemy touches them, they will ""die"" and change colours. When all your squares ""die"", you lose. When you enter a ""dead"" square, it will be ""revived"" and will change back to it\'s original colour. Your goal is to ""kill"" all the moving squares. Do not touch blue squares or you will die.']"
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,5,lemmings_var2_v1,"[""Don't touch the light blue squares or you die. That's all I know. The other non moving squares don't do anything."", ""Don't touch the light blue squares or you die. Try to direct the moving blocks to the green block. If you go to where the red block ends, it will not go there "", ""Don't touch the light blue squares or you die. Try to direct the moving blocks to the green block. If you go to where the red block ends, it will not go there. I don't understand how to win "", ""Don't touch the blue squares or you die. Try to direct the moving red blocks to the green block. Use the space bar to dig out a path for them. You will get points when the red blocks reach the green block."", ""Don't touch the blue squares or you die. Try to direct the moving red blocks to the green block. Use the spacebar to dig out a path for them using the gray squares. (Note: each gray square is a 1 point deduction.) You will get points when the red blocks reach the green block. Best advice: Let time expire."", ""Don't touch the blue squares or you die. Try to direct the moving red blocks to the green block. Use the spacebar to dig out a path for them using the gray squares. (Note: each gray square is a 1 point deduction.) You will get points when the red blocks reach the green block."", ""Don't touch the blue squares or you die. Try to direct the moving red blocks to the green block. Use the space bar to dig out a path for them using the gray squares. (Note: each gray square is a 1 point deduction.) You will get points when the red blocks reach the green block."", 'Red blocks will spawn from the purple block and will try to reach the green block. Use the space bar to dig out a path for them using the gray squares. (Note: each gray square is a 1 point deduction.) You will get points when the red blocks reach the green block. The light blue squares kill both you and the red squares. ']"
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,6,avoid_george_v1,"['The yellow square kills you. If all the green squares turn purple you also lose. I was the first. Good luck comrade.', 'The yellow square kills you. If all the green squares turn purple you also lose. The more time you kill the better. Try to direct the green blocks by going near them', 'The yellow square kills you. If all the green squares turn purple you also lose. The more time you kill the better. Try to direct the green blocks away from yellow by going near them.', 'The yellow square kills you. If all the green squares turn purple you also lose. The more time you kill the better. Use space bar to turn purple blocks to green.', 'You remain the blue square. The yellow square kills you. If all the green squares turn purple you also will die. The more time you kill the better. Use spacebar to turn purple blocks to green. Very winnable - logic and patience is key.', 'You remain the blue square. The yellow square kills you. If all the green squares turn purple you also will die. The more time you kill the better. Use spacebar to turn purple blocks to green. Very winnable - logic and patience is key.', 'You are the blue square. The yellow square kills you. When the yellow square touches a green square, it turns purple. If all the green squares turn purple you also will die. Use spacebar to turn purple blocks to green. Very winnable - logic and patience is key.', 'You are the blue square. The yellow square kills you. When the yellow square touches a green square, it turns purple. (Note: the yellow square can go through walls) If all the green squares turn purple you also will die. Use spacebar to turn purple blocks to green. Very winnable - logic and patience is key.']"
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,7,push_boulders_v1,"[""Push the green squares to get rid of the orange and blue squares. Avoid trapping yourself with the green squares. Yellow square is the goal. The lighter orange blocks don't go away."", ""Goal is to reach the yellow square. If you have to, push the green squares to get rid of the orange and blue squares. Avoid trapping yourself with the green squares. The lighter orange blocks don't go away."", ""Goal is to reach the yellow square. If you have to, push the green squares to get rid of the orange and blue squares. Avoid trapping yourself with the green squares- you cannot push two at the same time. The lighter orange blocks don't go away."", ""Goal is to reach the yellow square. If you have to, push the green squares to get rid of the orange and blue squares. Avoid trapping yourself with the green squares- you cannot push two at the same time. The lighter orange blocks don't go away."", 'Goal is to reach the yellow square. If you have to, push the green squares to get rid of the orange and blue squares. Avoid trapping yourself with the green squares- you cannot push two at the same time. Touching the orange and pink squares leads to death.', 'Goal is to reach the yellow square. If you have to, push the green squares to get rid of the orange and blue squares. Avoid trapping yourself with the green squares- you cannot push two at the same time. Touching the orange and pink squares leads to death.', 'You are a dark blue square. The goal is to reach the yellow square. If you have to, push the green squares to get rid of the orange and blue squares. Avoid trapping yourself with the green squares- you cannot push two at the same time. Touching the orange and pink squares leads to death.', 'You are a dark blue square. The goal is to reach the yellow square. If you have to, push the green squares to get rid of the orange squares. The green squares eliminate the dark orange squares and pushes the light orange squares. Avoid trapping yourself with the green squares- you cannot push two at the same time. Touching the orange squares leads to death.']"
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,8,relational_v1,"[""Push the square toward the light yellow square to remove it. Remove all yellow squares to win. If you don't see a yellow square you might have to touch the square or push another square on top of it to change it to a yellow square."", ""Push the lighter blue square toward the light yellow square to remove it. Remove all yellow squares to win. If you don't see any yellow squares, try to push the darker blue square on the other color squares"", ""Push the lighter blue square toward the light yellow square to remove it. Remove all yellow squares to win. If you don't see any yellow squares, try to push the darker blue square on the other color squares, or push the other color squares around to reveal the yellow."", ""Push the lighter blue square toward the light yellow square to remove it. Remove all yellow squares to win. If you don't see any yellow squares, try to push the darker blue square on the other color squares, or push the other color squares around to reveal the yellow."", ""You are a white square. Push the lighter blue square toward the light yellow square to remove it. Remove all yellow squares to win. If you don't see any yellow squares, try to push the darker blue square on the other color squares, or push the other color squares around to reveal the yellow. Sorry to say: there is no consistency among levels."", ""You are a white square. Push the lighter blue square toward the light yellow square to remove it. Remove all yellow squares to win. If you don't see any yellow squares, try to push the darker blue square on the other color squares, or push the other color squares around to reveal the yellow. Sorry to say: there is no consistency among levels."", ""You are a white square. Push the blue square onto the light yellow square to remove it. Remove all yellow squares to win. \nIf you don't see any yellow squares, try to push the orange squares on the purple squares, or push the other color squares around to reveal the yellow that is hidden. It may depend on the level."", ""You are a white square. Push the blue square onto the light yellow square to remove it. Remove all blue squares to win. \nIf you don't see any yellow squares, try to push the orange squares on the purple squares. Sometimes you might have to touch a square for it to turn yellow. It may depend on the level.""]"
COGSCI21-LIVINGDOC-ITER-FR-1,Hy3bTyUeu,9,sokoban_v1,"['Push the green square on top of the red square to get rid of them. Get rid of all the green squares to win. You can step on top of the red squares. Try to solve it before you start as you are timed.', 'Push the green square on top of the red square to get rid of them. Get rid of all the green squares to win. You can step on top of the red squares. Try to solve it before you start as you are timed.', 'Push the green square on top of the red square to get rid of them. Get rid of all the green squares to win. You can step on top of the red squares. You can use the same red square to get rid of multiple green squares. Try to solve it before you start as you are timed.', 'Push the green square on top of the red square to get rid of them. Get rid of all the green squares to win. You can step on top of the red squares. You can use the same red square to get rid of multiple green squares. Try to solve it before you start as you are timed.', 'You are a blue square. Push the green squares on top of the red squares to remove them from the game. Get rid of all the green squares to win. You can walk through the red squares, but not the green squares. You can use the same red square to remove multiple green squares. Try to solve it before you start as you are timed.', 'You are a blue square. Push the green squares on top of the red squares to remove them from the game. Get rid of all the green squares to win. You can walk through the red squares, but not the green squares. You can use the same red square to remove multiple green squares. Try to solve it before you start as you are timed.', ""You are a blue square. Push the green squares on top of the red squares to remove them from the game. Get rid of all the green squares to win. You can walk through the red squares, but not the green squares. You can use the same red square to remove multiple green squares. Try to solve it before you start as you are timed. Be careful not to push a green square too far as you can't undo it."", ""You are a blue square. Push the green squares on top of the red squares to remove them from the game. Get rid of all the green squares to win. You can walk through the red squares, but not the green squares. You can use the same red square to remove multiple green squares. Try to solve it before you start as you are timed. Sometimes, certains red squares are impossible to reach. Be careful not to push a green square too far as you can't undo it.""]"
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,0,explore_exploit_v1,"['Get the green blocks to the left.', 'Cover the green blocks with the blue one.', 'Collect all of a single color of blocks in each.  Blue blocks cannot be collected.  If there are multiple colors of blocks, you only need to pick one color to collect.', 'Your avatar is the dark blue block. Collect all of a single color of blocks in each.  Blue blocks cannot be collected.  If there are multiple colors of blocks, you only need to pick one color to collect. Pick a color that has the fewest blocks or has blocks clustered together. Plan a route before you begin.', 'Your avatar is the dark blue block. Collect all blocks of the same color in each level.  Blue blocks cannot be collected.  If there are multiple colors of blocks, you only need to pick one color to collect. Pick a color that has the fewest blocks or has blocks clustered together. Plan a route before you begin. Levels get harder as you progress.', 'Your avatar is the dark blue block. Collect all blocks of the same color in each level.  Blue blocks cannot be collected.  If there are multiple colors of blocks, you only need to pick one color to collect. Pick a color that has the fewest blocks or has blocks clustered together. Plan a route before you begin. Levels get harder as you progress.\nlevel 1 task is an easy one', 'Your avatar is the dark blue block. Collect all blocks of the same color in each level.  Blue blocks cannot be collected.  If there are multiple colors of blocks, you only need to pick one color to collect. Pick a color that has the fewest blocks or has blocks clustered together. Plan a route before you begin. Levels get harder as you progress.\nThe time bonus is very important to your score--try to finish each level as quickly as possible.', 'Your avatar is the dark blue block. Collect all blocks of the same color in each level.  Blue blocks cannot be collected.  If there are multiple colors of blocks, you only need to pick one color to collect. Pick a color that has the fewest blocks or has blocks clustered together. Plan a route before you begin. Levels get harder as you progress.\nThe time bonus is very important to your score--try to finish each level as quickly as possible.\nEach press of the arrow key is one unit of movement, be ready to hit it in rapid succession to move quickly.']"
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,1,preconditions_v1,"['Get the left blocks.', 'Get the red and yellow blocks.', 'Collect the yellow block to win.  The green blocks will hurt you, but each white block collected will protect you from a single green block.', 'Collect the yellow block to win.  The green blocks will hurt you, but each white block collected will protect you from a single green block. You can ignore the red blocks.', 'You control the blue block. Collect the yellow block to win. The green blocks will hurt you, but each white block collected will protect you from a single green block. You can ignore the red blocks. Plan your route before starting.', 'You control the blue block. Collect the yellow block to win. The green blocks will hurt you, but each white block collected will protect you from a single green block. You can ignore the red blocks. Plan your route before starting, the game requires a lot of attention.', 'You control the blue block. Collect the yellow block to win. The green blocks will hurt you, but each white block collected will protect you from a single green block. You can ignore the red blocks. Plan your route before starting, the game requires a lot of attention. All of the levels can be beaten without getting hurt.', 'You control the blue block. Collect the yellow block to win. The green blocks will hurt you, but each white block collected will protect you from a single green block. You can ignore the red blocks. Plan your route before starting, the game requires a lot of attention. All of the levels can be beaten without getting hurt.']"
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,2,relational_v1,"['Push all the blocks into each other.', 'Push all the blocks into each other.', ""Push the blue blocks into the yellow blocks.  If there are no yellow blocks, you can create them by pushing red blocks into blocks of other colors (such as purple or pink), and then push the blue blocks into the yellow blocks you've created."", ""Push the blue blocks into the yellow blocks.  If there are no yellow blocks, you can create them by simply pushing red blocks. Yellow blocks can also be created by pushing blocks of other colors into each other (such as purple or pink), and then push the blue blocks into the yellow blocks you've created.  You cannot move purple blocks."", ""You control the white block. Push the blue blocks into the yellow blocks. If there are no yellow blocks, you can create them by simply pushing red blocks. Yellow blocks can also be created by pushing blocks of other colors into each other (such as purple or pink), and then push the blue blocks into the yellow blocks you've created. You cannot move purple blocks. Be careful not to push the block into a corner. "", ""You control the white block. Push the blue blocks into the yellow blocks. If there are no yellow blocks, you can create them by simply pushing red blocks. Yellow blocks can also be created by pushing blocks of other colors into each other (such as purple or pink), and then push the blue blocks into the yellow blocks you've created. You cannot move purple blocks. Be careful not to push the block into a corner, you need to be fast in making your decision "", ""You control the white block. Push the blue blocks into the yellow blocks. If there are no yellow blocks, you can create them by simply pushing red blocks. Yellow blocks can also be created by pushing blocks of other colors into each other (such as purple or pink), and then push the blue blocks into the yellow blocks you've created. You cannot move purple blocks. Be careful not to push the block into a corner. You need to be fast in making your decision, plan your route before you press start. Blocks that are the same colour as the wall cannot be interacted with."", ""You control the white block. Push the blue blocks into the yellow blocks. If there are no yellow blocks, you can create them by pushing red blocks into purple blocks. Then you can push the blue blocks into the created yellow blocks you've created. You cannot move purple blocks and maybe pass through them. Be careful not to push the block into a corner. You need to be fast in making your decision, plan your route before you press start. Blocks that are the same colour as the wall cannot be interacted with.""]"
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,3,plaqueattack_v1,"['No idea', 'No idea', ""Unsure - I felt I got farthest by keeping my blue block on top of one of the yellow blocks, but I still couldn't complete the first level."", ""Protect the yellow blocks on the bottom. Use 'space' to fire projectiles and hit the orange blocks that fall from above. If an orange block touches a yellow block, the yellow block will 'die' and turn green. You cannot be hurt, but will lose if all the yellow blocks turn green."", ""Protect the yellow blocks on the bottom. Use 'space' to fire projectiles and hit the orange blocks that fall from above. Make sure you are facing the direction you want to shoot, with the arrow keys. If an orange block touches a yellow block, the yellow block will 'die' and turn green. You cannot be hurt, but will lose if all the yellow blocks turn green. The orange blocks move quickly and there are many of them."", ""Protect the yellow blocks on the bottom. Use 'space' to fire projectiles and hit the orange blocks that fall from above. Make sure you are facing the direction you want to shoot, with the arrow keys. If an orange block touches a yellow block, the yellow block will 'die' and turn green. You cannot be hurt, but will lose if all the yellow blocks turn green. The orange blocks move quickly and there are many of them.\nmake sure you read this instruction carefully before your start with the game"", ""Protect the yellow blocks on the bottom. Use 'space' to fire projectiles and hit the orange blocks that fall from above. After the first level you will also need to protect the red blocks from the brown blocks. Make sure you are facing the direction you want to shoot, with the arrow keys. If an orange block touches a yellow block, the yellow block will 'die' and turn green. You cannot be hurt, but will lose if all the yellow blocks turn green. Quickly move to the middle of the left wall, point your projectiles to the right, and spam space."", ""Protect the yellow blocks on the bottom. Use 'space' to fire projectiles and hit the orange blocks that fall from above. After the first level you will also need to protect the red blocks from the brown blocks. Make sure you are facing the direction you want to shoot, with the arrow keys. If an orange block touches a yellow block, the yellow block will 'die' and turn green. You cannot be hurt, but will lose if all the yellow blocks turn green. \n\nAnd easy way to defeat the levels with a perfect or near perfect score is to quickly move to the middle of the left wall, point your projectiles to the right, and spam space. Unless you are very confident in your skills I would recommend doing this.""]"
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,4,avoid_george_v1,"['Avoid yellow block.', 'Avoid yellow block while touching the blue ones.', ""Don't touch the yellow block.  Don't let the yellow block touch all of the green blocks."", ""Don't touch the yellow block.  Don't let the yellow block touch all of the green blocks. You can use space to make a brown box appear."", ""Don't touch the yellow block, or you will die.  Don't let the yellow block touch all of the green blocks. You can use space to make a brown box appear."", ""Don't touch the yellow block, or you will die.  Don't let the yellow block touch all of the green blocks. You can use space to make a brown box appear."", ""Don't touch the yellow block, or you will die.  Don't let the yellow block touch all of the green blocks. You can use space to make a brown box appear. The brown box will not protect you from the yellow box."", ""Don't touch the yellow block, or you will die.  Don't let the yellow block touch all of the green blocks. You can use space to make a brown box appear. The brown box will not protect you from the yellow box.\n\nThis doesn't really offer a way to win and I wasn't able to figure out how to actually progress. I'd suggest playing it safe and just avoid death over trying to do anything productive with the brown box. The message I received says to not let the yellow block touch all the green, but I don't see another outcome that would yield productive result so feel free to try it.""]"
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,5,lemmings_var2_v1,"['No idea', 'Avoid the light blue blocks.', 'Avoid the light blue blocks.  Pressing space with a dark blue block in front of you will turn it yellow and it will start collecting the gray barrier blocks.  Allow it to collect those without touching it.  You can also press space next to the gray blocks to collect them.', 'Your goal is to collect the gray barrier blocks. Avoid the blocks of other colors.  Pressing space with a dark blue block in front of you will turn it yellow and it will start collecting the gray barrier blocks.  Allow the yellow block to collect the gray blocks without touching it.  You can also press space next to the gray blocks to collect them.', 'Your goal is to collect the gray barrier blocks. Avoid the red blocks. Pressing space with a dark blue block in front of you will turn it yellow and it will start collecting the gray barrier blocks. Allow the yellow block to collect the gray blocks without touching it. You can also press space next to the gray blocks to collect them. Red blocks come from purple blocks.', 'Your goal is to collect the gray barrier blocks. Avoid the red blocks. Pressing space with a dark blue block in front of you will turn it yellow and it will start collecting the gray barrier blocks. Allow the yellow block to collect the gray blocks without touching it. You can also press space next to the gray blocks to collect them. Red blocks come from purple blocks.', 'Your goal is to collect the gray barrier blocks. Avoid the red blocks. Pressing space with a dark blue block in front of you will turn it yellow and it will start collecting the gray barrier blocks. Allow the yellow block to collect the gray blocks without touching it. You can also press space next to the gray blocks to collect them. Red blocks come from purple blocks. The light blue blocks will hurt you.', ""You control the darkest blue square. Pressing space with a dark blue block in front of you will turn it yellow and it will start collecting the gray barrier blocks. Allow the yellow block to collect the gray blocks, which will open a path for the red blocks the are spawned by the purple block to reach the green block. You can also press space next to the gray blocks to collect them, but this will lose you points so try to avoid it. The light blue blocks will hurt you, so avoid them. You also lose points if red blocks touch the light blue blocks, but this is hard to avoid because it depends on the route of the yellow blocks.\n\nIt's kind of complicated, basically turn the dark blue blocks into yellow blocks and hope for the best, avoiding the light blue and avoiding pushing space on the dark grey.""]"
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,6,sokoban_v1,"['Push green blocks into red', 'Push green blocks into red', 'Push green blocks into red blocks.  Any green block can go into any red block, and you can put multiple green blocks in the same red block to win.', 'Push green blocks into red blocks.  Any green block can go into any red block, and you can put multiple green blocks in the same red block to win. Take your time. Some red blocks are inaccessible. It is possible to push a green block into a spot where it cannot be pushed into a red block.', 'Push green blocks into red blocks. Any green block can go into any red block, and you can put multiple green blocks in the same red block to win. Take your time. Some red blocks are inaccessible. Be careful to not push a green block where it can get stuck.', 'Push green blocks into red blocks. Any green block can go into any red block, and you can put multiple green blocks in the same red block to win. Take your time. Some red blocks are inaccessible. Be careful to not push a green block where it can get stuck.', 'Push green blocks into red blocks. Any green block can go into any red block, and you can put multiple green blocks in the same red block to win. Take your time. Some red blocks are inaccessible. You need to push all of the green blocks into red blocks to win, so be careful to not push a green block where it can get stuck. ', 'Push green blocks into red blocks. Any green block can go into any red block, and you can put multiple green blocks in the same red block to win. You need to push all of the green blocks into red blocks to win, so consider your route carefully and do not push a green block into a square that it will get stuck in. Time does not count until you start the level, so take all the time you need before to plan your actions. Points are awarded on time, so while still being careful try and complete your planned route quickly.']"
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,7,watergame_v1,"['Push dark blue blocks into light blue. Do not touch light blue blocks.', 'Push dark blue blocks into light blue. Do not touch light blue blocks.The brown block turns blue. ', 'Push dark blue blocks into light blue. Do not touch light blue blocks. Get to the brown block to win.', 'Push dark blue blocks into light blue. Do not touch light blue blocks. Get to the brown block to win.', ""Push dark blue blocks into light blue. Do not touch light blue blocks, or you will die. Get to the brown block to win. Plan it out, so you don't get stuck."", ""Push dark blue blocks into light blue. Do not touch light blue blocks, or you will die. Get to the brown block to win. Plan it out, so you don't get stuck."", ""Get to the brown block to win. Do not touch light blue blocks, or you will die. Push purple blocks into light blue blocks to destroy them. Plan it out, so you don't get stuck. Be careful not to push purple blocks into corners."", ""Get to the brown block to win. Do not touch light blue blocks, or you will die. Push purple blocks into light blue blocks to destroy them. Plan it out, so you don't get stuck. It may be necessary to push a purple square into an inaccessible area to gain access to the necessary angle to push the remaining purple squares. Just be careful to think about your actions, and do not make more purple squares inaccessible than the amount of light blue squares you will have to traverse.""]"
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,8,zelda_v1,"['Grab red block and bring it to green block w/o touching brown.', 'Grab red block and bring it to green block w/o touching pink.', 'Grab red block by moving on top of it and bring it to green block without touching any of the moving blocks.', 'Grab red block by moving on top of it and bring it to green block without touching any of the moving blocks.', 'Grab red block by moving on top of it and bring it to green block without touching any of the moving blocks. Try not to stay still or you will die.', 'Grab red block by moving on top of it and bring it to green block without touching any of the moving blocks. Try not to stay still or you will die.', 'Grab red block by moving on top of it and bring it to green block without touching any of the moving blocks. You can destroy moving blocks by pressing space in front of them. Try not to stay still or you will die.', 'Grab red block by moving on top of it and bring it to green block without touching any of the moving blocks. You can destroy moving blocks by pressing space in front of them, but you will need to be precise and timely so this is less ideal than avoiding them altogether. Try not to stay still for an extended period or you will die.']"
COGSCI21-LIVINGDOC-ITER-FR-1,HyK4f4UeO,9,push_boulders_v1,"[""Don't touch red/pink blocks, can grab light blue blocks"", ""Try to get the yellow block. Don't touch red/pink blocks, can grab light blue blocks. Push green into red; it turns them green. "", ""Try to get the yellow block. Don't touch red/pink blocks, can grab light blue blocks. Push green into red blocks to turn them green, or push them into pink blocks to push the pink blocks out of the way."", ""Try to get the yellow block. Don't touch red/pink blocks, can grab light blue blocks. Push green into red blocks to turn them green, or push them into pink blocks to push the pink blocks out of the way. Pushing a green block into a light blue block will make the light blue block disappear. "", ""Get to the yellow block. Don't touch red or pink blocks. You can grab light blue blocks. Push green into red blocks to turn them green, or push them into pink blocks to push the pink blocks out of the way. Pushing a green block into a light blue block will make the light blue block disappear. "", ""Get to the yellow block. Don't touch red or pink blocks. You can grab light blue blocks. Push green into red blocks to turn them green, or push them into pink blocks to push the pink blocks out of the way. Pushing a green block into a light blue block will make the light blue block disappear. "", 'Get to the yellow block. Red and pink blocks will hurt you. Push green into red blocks to turn them green, or push them into pink blocks to push the pink blocks out of the way. Light blue blocks will disappear when you interact with them.', 'Get to the yellow block. Red and pink blocks will hurt you. Push green into red blocks to turn them green, or push them into pink blocks to push the pink blocks out of the way. Light blue blocks will disappear when you interact with them. Two green blocks in a row can not be pushed, so make sure to not trap yourself behind two green blocks. You are not timed, so think about your path and you should have no issue.']"
