deployment,exp_id,val_id,game_name,game_number,message,passed_count,chain,generation,received_messages,received_from_id,edit_distance,diff_list,diff_del_count,diff_add_count,diff_unchanged_count
COGSCI21-LIVINGDOC-ITER-FR-1,Hyc6gQDxu,rkxcaemvg_,avoid_george_v1,4,Don't touch the yellow block.  Don't let the yellow block touch all of the green blocks. You can use space to make a brown box appear.,1,HyK4f4UeO,3,Don't touch the yellow block.  Don't let the yellow block touch all of the green blocks.,rJgZAbwlO,46,"[""Don't touch the yellow block.  Don't let the yellow block touch all of the green blocks."", 'ADD( You can use space to make a brown box appear.)']",0.0,46.0,88.0
COGSCI21-LIVINGDOC-ITER-FR-1,Hyc6gQDxu,rkxcaemvg_,lemmings_var2_v1,5,Your goal is to collect the gray barrier blocks. Avoid the blocks of other colors.  Pressing space with a dark blue block in front of you will turn it yellow and it will start collecting the gray barrier blocks.  Allow the yellow block to collect the gray blocks without touching it.  You can also press space next to the gray blocks to collect them.,1,HyK4f4UeO,3,Avoid the light blue blocks.  Pressing space with a dark blue block in front of you will turn it yellow and it will start collecting the gray barrier blocks.  Allow it to collect those without touching it.  You can also press space next to the gray blocks to collect them.,rJgZAbwlO,91,"['ADD(Your goal is to collect the gray barrier blocks. )', 'Avoid the ', 'DEL(light )', 'bl', 'DEL(ue bl)', 'ock', 'ADD(s of other color)', 's.  Pressing space with a dark blue block in front of you will turn it yellow and it will start collecting the gray barrier blocks.  Allow ', 'DEL(i)', 't', 'DEL( to collect t)', 'h', 'DEL(os)', 'e', 'ADD( yellow block to collect the gray blocks)', ' without touching it.  You can also press space next to the gray blocks to collect them.']",10.0,88.0,262.0
COGSCI21-LIVINGDOC-ITER-FR-1,Hyc6gQDxu,rkxcaemvg_,sokoban_v1,6,"Push green blocks into red blocks.  Any green block can go into any red block, and you can put multiple green blocks in the same red block to win. Take your time. Some red blocks are inaccessible. It is possible to push a green block into a spot where it cannot be pushed into a red block.",1,HyK4f4UeO,3,"Push green blocks into red blocks.  Any green block can go into any red block, and you can put multiple green blocks in the same red block to win.",rJgZAbwlO,143,"['Push green blocks into red blocks.  Any green block can go into any red block, and you can put multiple green blocks in the same red block to win.', 'ADD( Take your time. Some red blocks are inaccessible. It is possible to push a green block into a spot where it cannot be pushed into a red block.)']",0.0,143.0,146.0
COGSCI21-LIVINGDOC-ITER-FR-1,Hyc6gQDxu,rkxcaemvg_,watergame_v1,7,Push dark blue blocks into light blue. Do not touch light blue blocks. Get to the brown block to win.,1,HyK4f4UeO,3,Push dark blue blocks into light blue. Do not touch light blue blocks. Get to the brown block to win.,rJgZAbwlO,0,['Push dark blue blocks into light blue. Do not touch light blue blocks. Get to the brown block to win.'],0.0,0.0,101.0
COGSCI21-LIVINGDOC-ITER-FR-1,Hyc6gQDxu,rkxcaemvg_,zelda_v1,8,Grab red block by moving on top of it and bring it to green block without touching any of the moving blocks.,1,HyK4f4UeO,3,Grab red block by moving on top of it and bring it to green block without touching any of the moving blocks.,rJgZAbwlO,0,['Grab red block by moving on top of it and bring it to green block without touching any of the moving blocks.'],0.0,0.0,108.0
COGSCI21-LIVINGDOC-ITER-FR-1,Hyc6gQDxu,rkxcaemvg_,push_boulders_v1,9,"Try to get the yellow block. Don't touch red/pink blocks, can grab light blue blocks. Push green into red blocks to turn them green, or push them into pink blocks to push the pink blocks out of the way. Pushing a green block into a light blue block will make the light blue block disappear. ",1,HyK4f4UeO,3,"Try to get the yellow block. Don't touch red/pink blocks, can grab light blue blocks. Push green into red blocks to turn them green, or push them into pink blocks to push the pink blocks out of the way.",rJgZAbwlO,89,"[""Try to get the yellow block. Don't touch red/pink blocks, can grab light blue blocks. Push green into red blocks to turn them green, or push them into pink blocks to push the pink blocks out of the way."", 'ADD( Pushing a green block into a light blue block will make the light blue block disappear. )']",0.0,89.0,202.0
COGSCI21-LIVINGDOC-ITER-FR-1,Bk-k-EPlO,ByeZyZEwgd,explore_exploit_v1,0,"Your avatar is the dark blue block. Collect all blocks of the same color in each level.  Blue blocks cannot be collected.  If there are multiple colors of blocks, you only need to pick one color to collect. Pick a color that has the fewest blocks or has blocks clustered together. Plan a route before you begin. Levels get harder as you progress.",1,HyK4f4UeO,4,"Your avatar is the dark blue block. Collect all of a single color of blocks in each.  Blue blocks cannot be collected.  If there are multiple colors of blocks, you only need to pick one color to collect. Pick a color that has the fewest blocks or has blocks clustered together. Plan a route before you begin.",Hyc6gQDxu,62,"['Your avatar is the dark blue block. Collect all ', 'ADD(bl)', 'o', 'ADD(ck)', 'DEL(f a )', 's', 'ADD( of the same color )', 'in', 'ADD( each level.  Blue blocks cannot be collected.  If there are multiple colors of blocks, you only need to pick one color to collect. Pick a color that has the fewest blocks or has blocks clustered to)', 'g', 'DEL(l)', 'e', 'DEL( color of blocks in each.  Blue blocks canno)', 't', 'DEL( be collected.  If t)', 'her', 'DEL(e)', 'ADD(.)', ' ', 'ADD(P)', 'DEL(are mu)', 'l', 'ADD(an a rou)', 't', 'ADD(e before you beg)', 'i', 'ADD(n. Levels get harder as you )', 'p', 'DEL(le colo)', 'r', 'DEL(s of blocks, you only need to pick one color to collect. Pick a color that has the fewest blocks or has blocks clustered t)', 'og', 'DEL(ethe)', 'r', 'DEL(. Plan a rout)', 'e', 'ADD(ss)', 'DEL( before you begin)', '.']",15.0,53.0,293.0
COGSCI21-LIVINGDOC-ITER-FR-1,Bk-k-EPlO,ByeZyZEwgd,preconditions_v1,1,"You control the blue block. Collect the yellow block to win. The green blocks will hurt you, but each white block collected will protect you from a single green block. You can ignore the red blocks. Plan your route before starting.",1,HyK4f4UeO,4,"Collect the yellow block to win.  The green blocks will hurt you, but each white block collected will protect you from a single green block. You can ignore the red blocks.",Hyc6gQDxu,62,"['ADD(You control the blue block. )', 'Collect the yellow block to win. ', 'DEL( )', 'The green blocks will hurt you, but each white block collected will protect you from a single green block. You can ignore the red blocks.', 'ADD( Plan your route before starting.)']",1.0,61.0,170.0
COGSCI21-LIVINGDOC-ITER-FR-1,Bk-k-EPlO,ByeZyZEwgd,relational_v1,2,"You control the white block. Push the blue blocks into the yellow blocks. If there are no yellow blocks, you can create them by simply pushing red blocks. Yellow blocks can also be created by pushing blocks of other colors into each other (such as purple or pink), and then push the blue blocks into the yellow blocks you've created. You cannot move purple blocks. Be careful not to push the block into a corner. ",1,HyK4f4UeO,4,"Push the blue blocks into the yellow blocks.  If there are no yellow blocks, you can create them by simply pushing red blocks. Yellow blocks can also be created by pushing blocks of other colors into each other (such as purple or pink), and then push the blue blocks into the yellow blocks you've created.  You cannot move purple blocks.",Hyc6gQDxu,80,"['ADD(You control the white block. )', 'Push the blue blocks into the yellow blocks.', 'DEL( )', "" If there are no yellow blocks, you can create them by simply pushing red blocks. Yellow blocks can also be created by pushing blocks of other colors into each other (such as purple or pink), and then push the blue blocks into the yellow blocks you've created. "", 'DEL( )', 'You cannot move purple blocks.', 'ADD( Be careful not to push the block into a corner. )']",2.0,78.0,335.0
COGSCI21-LIVINGDOC-ITER-FR-1,Bk-k-EPlO,ByeZyZEwgd,plaqueattack_v1,3,"Protect the yellow blocks on the bottom. Use 'space' to fire projectiles and hit the orange blocks that fall from above. Make sure you are facing the direction you want to shoot, with the arrow keys. If an orange block touches a yellow block, the yellow block will 'die' and turn green. You cannot be hurt, but will lose if all the yellow blocks turn green. The orange blocks move quickly and there are many of them.",1,HyK4f4UeO,4,"Protect the yellow blocks on the bottom. Use 'space' to fire projectiles and hit the orange blocks that fall from above. If an orange block touches a yellow block, the yellow block will 'die' and turn green. You cannot be hurt, but will lose if all the yellow blocks turn green.",Hyc6gQDxu,138,"[""Protect the yellow blocks on the bottom. Use 'space' to fire projectiles and hit the orange blocks that fall from above"", 'ADD(. Make sure you are facing the direction you want to shoot, with the arrow keys)', "". If an orange block touches a yellow block, the yellow block will 'die' and turn green. You cannot be hurt, but will lose if all the yellow blocks turn green."", 'ADD( The orange blocks move quickly and there are many of them.)']",0.0,138.0,278.0
COGSCI21-LIVINGDOC-ITER-FR-1,Bk-k-EPlO,ByeZyZEwgd,avoid_george_v1,4,"Don't touch the yellow block, or you will die.  Don't let the yellow block touch all of the green blocks. You can use space to make a brown box appear.",1,HyK4f4UeO,4,Don't touch the yellow block.  Don't let the yellow block touch all of the green blocks. You can use space to make a brown box appear.,Hyc6gQDxu,17,"[""Don't touch the yellow block"", 'ADD(, or you will die)', "".  Don't let the yellow block touch all of the green blocks. You can use space to make a brown box appear.""]",0.0,17.0,134.0
COGSCI21-LIVINGDOC-ITER-FR-1,Bk-k-EPlO,ByeZyZEwgd,lemmings_var2_v1,5,Your goal is to collect the gray barrier blocks. Avoid the red blocks. Pressing space with a dark blue block in front of you will turn it yellow and it will start collecting the gray barrier blocks. Allow the yellow block to collect the gray blocks without touching it. You can also press space next to the gray blocks to collect them. Red blocks come from purple blocks.,1,HyK4f4UeO,4,Your goal is to collect the gray barrier blocks. Avoid the blocks of other colors.  Pressing space with a dark blue block in front of you will turn it yellow and it will start collecting the gray barrier blocks.  Allow the yellow block to collect the gray blocks without touching it.  You can also press space next to the gray blocks to collect them.,Hyc6gQDxu,57,"['Your goal is to collect the gray barrier blocks. Avoid the ', 'ADD(red)', 'DEL(blocks)', ' ', 'ADD(bl)', 'o', 'ADD(cks. Pressing space with a dark blue block in )', 'f', 'DEL( othe)', 'r', 'DEL( c)', 'o', 'DEL(lors.  Pressi)', 'n', 'DEL(g space wi)', 't', 'DEL(h)', ' ', 'DEL(a dark blue bl)', 'o', 'DEL(ck in )', 'f', 'DEL(ront)', ' ', 'ADD(y)', 'o', 'ADD(u will turn it yellow and it will start collecting the gray barrier blocks. Allow the yellow block to collect the gray blocks without touching it. You can also press space next to the gray blocks to collect them. Red blocks come )', 'f', 'DEL( you will tu)', 'r', 'DEL(n it yell)', 'o', 'DEL(w and it will start collecting the gray barrier blocks.  Allow the yellow block to collect the gray blocks without touching it.  You can also press space next to the gray blocks to collect the)', 'm', 'ADD( purple blocks)', '.']",19.0,40.0,331.0
COGSCI21-LIVINGDOC-ITER-FR-1,Bk-k-EPlO,ByeZyZEwgd,sokoban_v1,6,"Push green blocks into red blocks. Any green block can go into any red block, and you can put multiple green blocks in the same red block to win. Take your time. Some red blocks are inaccessible. Be careful to not push a green block where it can get stuck.",1,HyK4f4UeO,4,"Push green blocks into red blocks.  Any green block can go into any red block, and you can put multiple green blocks in the same red block to win. Take your time. Some red blocks are inaccessible. It is possible to push a green block into a spot where it cannot be pushed into a red block.",Hyc6gQDxu,52,"['Push green blocks into red blocks. ', 'DEL( )', 'Any green block can go into any red block, and you can put multiple green blocks in the same red block to win. Take your time. Some red blocks are inaccessible. ', 'DEL(It)', 'ADD(Be)', ' ', 'DEL(is)', 'ADD(careful to not)', ' p', 'DEL(ossible to p)', 'ush a green block', 'DEL( into a spot)', ' where it can', 'DEL(not)', ' ', 'DEL(b)', 'ADD(g)', 'e', 'DEL( pushed in)', 't', 'DEL(o)', ' ', 'ADD(stu)', 'DEL(a red blo)', 'ck.']",48.0,15.0,241.0
COGSCI21-LIVINGDOC-ITER-FR-1,Bk-k-EPlO,ByeZyZEwgd,watergame_v1,7,"Push dark blue blocks into light blue. Do not touch light blue blocks, or you will die. Get to the brown block to win. Plan it out, so you don't get stuck.",1,HyK4f4UeO,4,Push dark blue blocks into light blue. Do not touch light blue blocks. Get to the brown block to win.,Hyc6gQDxu,54,"['Push dark blue blocks into light blue. Do not touch light blue blocks', 'ADD(, or you will die)', '. Get to the brown block to win.', ""ADD( Plan it out, so you don't get stuck.)""]",0.0,54.0,101.0
COGSCI21-LIVINGDOC-ITER-FR-1,Bk-k-EPlO,ByeZyZEwgd,zelda_v1,8,Grab red block by moving on top of it and bring it to green block without touching any of the moving blocks. Try not to stay still or you will die.,1,HyK4f4UeO,4,Grab red block by moving on top of it and bring it to green block without touching any of the moving blocks.,Hyc6gQDxu,39,"['Grab red block by moving on top of it and bring it to green block without touching any of the moving blocks.', 'ADD( Try not to stay still or you will die.)']",0.0,39.0,108.0
COGSCI21-LIVINGDOC-ITER-FR-1,Bk-k-EPlO,ByeZyZEwgd,push_boulders_v1,9,"Get to the yellow block. Don't touch red or pink blocks. You can grab light blue blocks. Push green into red blocks to turn them green, or push them into pink blocks to push the pink blocks out of the way. Pushing a green block into a light blue block will make the light blue block disappear. ",1,HyK4f4UeO,4,"Try to get the yellow block. Don't touch red/pink blocks, can grab light blue blocks. Push green into red blocks to turn them green, or push them into pink blocks to push the pink blocks out of the way. Pushing a green block into a light blue block will make the light blue block disappear. ",Hyc6gQDxu,16,"['DEL(Tr)', 'ADD(Get to the )', 'y', 'DEL( to g)', 'e', 'DEL(t)', 'ADD(llow)', ' ', 'DEL(the)', 'ADD(block.)', ' ', ""ADD(Don't touch red or pink blocks. You can grab light blue blocks. Push green into red blocks to turn them green, or push them into pink blocks to push the pink blocks out of the wa)"", 'y', 'ADD(. Pushing a gr)', 'e', 'ADD(en b)', 'l', 'DEL(l)', 'o', 'ADD(ck into a light blue block )', 'w', 'ADD(i)', 'DEL( b)', 'l', 'ADD(l)', 'DEL(ock.)', ' ', 'ADD(mak)', ""DEL(Don't touch r)"", 'e', 'ADD( the light blue block )', 'd', 'DEL(/p)', 'i', 'DEL(nk block)', 's', 'DEL(, c)', 'a', 'DEL(n grab light blue blocks. Push green into red blocks to turn them green, or )', 'p', 'DEL(ush them into )', 'p', 'DEL(ink blocks to push th)', 'e', 'DEL( pink blocks out of the w)', 'a', 'DEL(y. Pushing a g)', 'r', 'DEL(een block into a light blue block will make the light blue block disappear)', '. ']",9.0,12.0,282.0
COGSCI21-LIVINGDOC-ITER-FR-1,rJBirSPlO,HkeBiBBwlO,explore_exploit_v1,0,"Your avatar is the dark blue block. Collect all blocks of the same color in each level.  Blue blocks cannot be collected.  If there are multiple colors of blocks, you only need to pick one color to collect. Pick a color that has the fewest blocks or has blocks clustered together. Plan a route before you begin. Levels get harder as you progress.
level 1 task is an easy one",1,HyK4f4UeO,5,"Your avatar is the dark blue block. Collect all blocks of the same color in each level.  Blue blocks cannot be collected.  If there are multiple colors of blocks, you only need to pick one color to collect. Pick a color that has the fewest blocks or has blocks clustered together. Plan a route before you begin. Levels get harder as you progress.",Bk-k-EPlO,28,"['Your avatar is the dark blue block. Collect all blocks of the same color in each level.  Blue blocks cannot be collected.  If there are multiple colors of blocks, you only need to pick one color to collect. Pick a color that has the fewest blocks or has blocks clustered together. Plan a route before you begin. Levels get harder as you progress.', 'ADD( level 1 task is an easy one)']",0.0,28.0,346.0
COGSCI21-LIVINGDOC-ITER-FR-1,rJBirSPlO,HkeBiBBwlO,preconditions_v1,1,"You control the blue block. Collect the yellow block to win. The green blocks will hurt you, but each white block collected will protect you from a single green block. You can ignore the red blocks. Plan your route before starting, the game requires a lot of attention.",1,HyK4f4UeO,5,"You control the blue block. Collect the yellow block to win. The green blocks will hurt you, but each white block collected will protect you from a single green block. You can ignore the red blocks. Plan your route before starting.",Bk-k-EPlO,38,"['You control the blue block. Collect the yellow block to win. The green blocks will hurt you, but each white block collected will protect you from a single green block. You can ignore the red blocks. Plan your route before starting', 'ADD(, the game requires a lot of attention)', '.']",0.0,38.0,231.0
COGSCI21-LIVINGDOC-ITER-FR-1,rJBirSPlO,HkeBiBBwlO,relational_v1,2,"You control the white block. Push the blue blocks into the yellow blocks. If there are no yellow blocks, you can create them by simply pushing red blocks. Yellow blocks can also be created by pushing blocks of other colors into each other (such as purple or pink), and then push the blue blocks into the yellow blocks you've created. You cannot move purple blocks. Be careful not to push the block into a corner, you need to be fast in making your decision ",1,HyK4f4UeO,5,"You control the white block. Push the blue blocks into the yellow blocks. If there are no yellow blocks, you can create them by simply pushing red blocks. Yellow blocks can also be created by pushing blocks of other colors into each other (such as purple or pink), and then push the blue blocks into the yellow blocks you've created. You cannot move purple blocks. Be careful not to push the block into a corner. ",Bk-k-EPlO,45,"[""You control the white block. Push the blue blocks into the yellow blocks. If there are no yellow blocks, you can create them by simply pushing red blocks. Yellow blocks can also be created by pushing blocks of other colors into each other (such as purple or pink), and then push the blue blocks into the yellow blocks you've created. You cannot move purple blocks. Be careful not to push the block into a corner"", 'DEL(.)', 'ADD(,)', ' ', 'ADD(you need to be fast in making your decision )']",1.0,45.0,412.0
COGSCI21-LIVINGDOC-ITER-FR-1,rJBirSPlO,HkeBiBBwlO,plaqueattack_v1,3,"Protect the yellow blocks on the bottom. Use 'space' to fire projectiles and hit the orange blocks that fall from above. Make sure you are facing the direction you want to shoot, with the arrow keys. If an orange block touches a yellow block, the yellow block will 'die' and turn green. You cannot be hurt, but will lose if all the yellow blocks turn green. The orange blocks move quickly and there are many of them.
make sure you read this instruction carefully before your start with the game",1,HyK4f4UeO,5,"Protect the yellow blocks on the bottom. Use 'space' to fire projectiles and hit the orange blocks that fall from above. Make sure you are facing the direction you want to shoot, with the arrow keys. If an orange block touches a yellow block, the yellow block will 'die' and turn green. You cannot be hurt, but will lose if all the yellow blocks turn green. The orange blocks move quickly and there are many of them.",Bk-k-EPlO,78,"[""Protect the yellow blocks on the bottom. Use 'space' to fire projectiles and hit the orange blocks that fall from above. Make sure you are facing the direction you want to shoot, with the arrow keys. If an orange block touches a yellow block, the yellow block will 'die' and turn green. You cannot be hurt, but will lose if all the yellow blocks turn green. The orange blocks move quickly and there are many of them."", 'ADD( make sure you read this instruction carefully before your start with the game)']",0.0,78.0,416.0
COGSCI21-LIVINGDOC-ITER-FR-1,rJBirSPlO,HkeBiBBwlO,avoid_george_v1,4,"Don't touch the yellow block, or you will die.  Don't let the yellow block touch all of the green blocks. You can use space to make a brown box appear.",1,HyK4f4UeO,5,"Don't touch the yellow block, or you will die.  Don't let the yellow block touch all of the green blocks. You can use space to make a brown box appear.",Bk-k-EPlO,0,"[""Don't touch the yellow block, or you will die.  Don't let the yellow block touch all of the green blocks. You can use space to make a brown box appear.""]",0.0,0.0,151.0
COGSCI21-LIVINGDOC-ITER-FR-1,rJBirSPlO,HkeBiBBwlO,lemmings_var2_v1,5,Your goal is to collect the gray barrier blocks. Avoid the red blocks. Pressing space with a dark blue block in front of you will turn it yellow and it will start collecting the gray barrier blocks. Allow the yellow block to collect the gray blocks without touching it. You can also press space next to the gray blocks to collect them. Red blocks come from purple blocks.,1,HyK4f4UeO,5,Your goal is to collect the gray barrier blocks. Avoid the red blocks. Pressing space with a dark blue block in front of you will turn it yellow and it will start collecting the gray barrier blocks. Allow the yellow block to collect the gray blocks without touching it. You can also press space next to the gray blocks to collect them. Red blocks come from purple blocks.,Bk-k-EPlO,0,['Your goal is to collect the gray barrier blocks. Avoid the red blocks. Pressing space with a dark blue block in front of you will turn it yellow and it will start collecting the gray barrier blocks. Allow the yellow block to collect the gray blocks without touching it. You can also press space next to the gray blocks to collect them. Red blocks come from purple blocks.'],0.0,0.0,371.0
COGSCI21-LIVINGDOC-ITER-FR-1,rJBirSPlO,HkeBiBBwlO,sokoban_v1,6,"Push green blocks into red blocks. Any green block can go into any red block, and you can put multiple green blocks in the same red block to win. Take your time. Some red blocks are inaccessible. Be careful to not push a green block where it can get stuck.",1,HyK4f4UeO,5,"Push green blocks into red blocks. Any green block can go into any red block, and you can put multiple green blocks in the same red block to win. Take your time. Some red blocks are inaccessible. Be careful to not push a green block where it can get stuck.",Bk-k-EPlO,0,"['Push green blocks into red blocks. Any green block can go into any red block, and you can put multiple green blocks in the same red block to win. Take your time. Some red blocks are inaccessible. Be careful to not push a green block where it can get stuck.']",0.0,0.0,256.0
COGSCI21-LIVINGDOC-ITER-FR-1,rJBirSPlO,HkeBiBBwlO,watergame_v1,7,"Push dark blue blocks into light blue. Do not touch light blue blocks, or you will die. Get to the brown block to win. Plan it out, so you don't get stuck.",1,HyK4f4UeO,5,"Push dark blue blocks into light blue. Do not touch light blue blocks, or you will die. Get to the brown block to win. Plan it out, so you don't get stuck.",Bk-k-EPlO,0,"[""Push dark blue blocks into light blue. Do not touch light blue blocks, or you will die. Get to the brown block to win. Plan it out, so you don't get stuck.""]",0.0,0.0,155.0
COGSCI21-LIVINGDOC-ITER-FR-1,rJBirSPlO,HkeBiBBwlO,zelda_v1,8,Grab red block by moving on top of it and bring it to green block without touching any of the moving blocks. Try not to stay still or you will die.,1,HyK4f4UeO,5,Grab red block by moving on top of it and bring it to green block without touching any of the moving blocks. Try not to stay still or you will die.,Bk-k-EPlO,0,['Grab red block by moving on top of it and bring it to green block without touching any of the moving blocks. Try not to stay still or you will die.'],0.0,0.0,147.0
COGSCI21-LIVINGDOC-ITER-FR-1,rJBirSPlO,HkeBiBBwlO,push_boulders_v1,9,"Get to the yellow block. Don't touch red or pink blocks. You can grab light blue blocks. Push green into red blocks to turn them green, or push them into pink blocks to push the pink blocks out of the way. Pushing a green block into a light blue block will make the light blue block disappear. ",1,HyK4f4UeO,5,"Get to the yellow block. Don't touch red or pink blocks. You can grab light blue blocks. Push green into red blocks to turn them green, or push them into pink blocks to push the pink blocks out of the way. Pushing a green block into a light blue block will make the light blue block disappear. ",Bk-k-EPlO,0,"[""Get to the yellow block. Don't touch red or pink blocks. You can grab light blue blocks. Push green into red blocks to turn them green, or push them into pink blocks to push the pink blocks out of the way. Pushing a green block into a light blue block will make the light blue block disappear. ""]",0.0,0.0,294.0
COGSCI21-LIVINGDOC-ITER-FR-1,SJWjivvxd,ryxWooPveO,explore_exploit_v1,0,"Your avatar is the dark blue block. Collect all blocks of the same color in each level.  Blue blocks cannot be collected.  If there are multiple colors of blocks, you only need to pick one color to collect. Pick a color that has the fewest blocks or has blocks clustered together. Plan a route before you begin. Levels get harder as you progress.
The time bonus is very important to your score--try to finish each level as quickly as possible.",1,HyK4f4UeO,6,"Your avatar is the dark blue block. Collect all blocks of the same color in each level.  Blue blocks cannot be collected.  If there are multiple colors of blocks, you only need to pick one color to collect. Pick a color that has the fewest blocks or has blocks clustered together. Plan a route before you begin. Levels get harder as you progress.
level 1 task is an easy one",rJBirSPlO,76,"['Your avatar is the dark blue block. Collect all blocks of the same color in each level.  Blue blocks cannot be collected.  If there are multiple colors of blocks, you only need to pick one color to collect. Pick a color that has the fewest blocks or has blocks clustered together. Plan a route before you begin. Levels get harder as you progress. ', 'DEL(l)', 'ADD(Th)', 'e', 'ADD( time bonus is )', 've', 'ADD(r)', 'DEL(l 1 task is an eas)', 'y ', 'ADD(imp)', 'o', 'ADD(rta)', 'n', 'ADD(t to your scor)', 'e', 'ADD(--try to finish each level as quickly as possible.)']",7.0,76.0,367.0
COGSCI21-LIVINGDOC-ITER-FR-1,SJWjivvxd,ryxWooPveO,preconditions_v1,1,"You control the blue block. Collect the yellow block to win. The green blocks will hurt you, but each white block collected will protect you from a single green block. You can ignore the red blocks. Plan your route before starting, the game requires a lot of attention. All of the levels can be beaten without getting hurt.",1,HyK4f4UeO,6,"You control the blue block. Collect the yellow block to win. The green blocks will hurt you, but each white block collected will protect you from a single green block. You can ignore the red blocks. Plan your route before starting, the game requires a lot of attention.",rJBirSPlO,54,"['You control the blue block. Collect the yellow block to win. The green blocks will hurt you, but each white block collected will protect you from a single green block. You can ignore the red blocks. Plan your route before starting, the game requires a lot of attention.', 'ADD( All of the levels can be beaten without getting hurt.)']",0.0,54.0,269.0
COGSCI21-LIVINGDOC-ITER-FR-1,SJWjivvxd,ryxWooPveO,relational_v1,2,"You control the white block. Push the blue blocks into the yellow blocks. If there are no yellow blocks, you can create them by simply pushing red blocks. Yellow blocks can also be created by pushing blocks of other colors into each other (such as purple or pink), and then push the blue blocks into the yellow blocks you've created. You cannot move purple blocks. Be careful not to push the block into a corner. You need to be fast in making your decision, plan your route before you press start. Blocks that are the same colour as the wall cannot be interacted with.",1,HyK4f4UeO,6,"You control the white block. Push the blue blocks into the yellow blocks. If there are no yellow blocks, you can create them by simply pushing red blocks. Yellow blocks can also be created by pushing blocks of other colors into each other (such as purple or pink), and then push the blue blocks into the yellow blocks you've created. You cannot move purple blocks. Be careful not to push the block into a corner, you need to be fast in making your decision ",rJBirSPlO,113,"[""You control the white block. Push the blue blocks into the yellow blocks. If there are no yellow blocks, you can create them by simply pushing red blocks. Yellow blocks can also be created by pushing blocks of other colors into each other (such as purple or pink), and then push the blue blocks into the yellow blocks you've created. You cannot move purple blocks. Be careful not to push the block into a corner"", 'ADD(. You need to be fast in making your decision)', ', ', 'ADD(pla)', 'DEL(you )', 'n', 'DEL(eed)', ' ', 'DEL(t)', 'ADD(y)', 'o', 'ADD(ur)', ' ', 'DEL(b)', 'ADD(rout)', 'e ', 'ADD(be)', 'f', 'DEL(ast)', 'ADD(ore)', ' ', 'DEL(in)', 'ADD(you)', ' ', 'ADD(press start. Blocks that are the sa)', 'm', 'DEL(aking your d)', 'e', 'DEL(cision)', ' ', 'ADD(colour as the wall cannot be interacted with.)']",2.0,113.0,455.0
COGSCI21-LIVINGDOC-ITER-FR-1,SJWjivvxd,ryxWooPveO,plaqueattack_v1,3,"Protect the yellow blocks on the bottom. Use 'space' to fire projectiles and hit the orange blocks that fall from above. After the first level you will also need to protect the red blocks from the brown blocks. Make sure you are facing the direction you want to shoot, with the arrow keys. If an orange block touches a yellow block, the yellow block will 'die' and turn green. You cannot be hurt, but will lose if all the yellow blocks turn green. Quickly move to the middle of the left wall, point your projectiles to the right, and spam space.",1,HyK4f4UeO,6,"Protect the yellow blocks on the bottom. Use 'space' to fire projectiles and hit the orange blocks that fall from above. Make sure you are facing the direction you want to shoot, with the arrow keys. If an orange block touches a yellow block, the yellow block will 'die' and turn green. You cannot be hurt, but will lose if all the yellow blocks turn green. The orange blocks move quickly and there are many of them.
make sure you read this instruction carefully before your start with the game",rJBirSPlO,192,"[""Protect the yellow blocks on the bottom. Use 'space' to fire projectiles and hit the orange blocks that fall from above. "", 'ADD(After the first level you will also need to protect the red blocks from the brown blocks. )', ""Make sure you are facing the direction you want to shoot, with the arrow keys. If an orange block touches a yellow block, the yellow block will 'die' and turn green. You cannot be hurt, but will lose if all the yellow blocks turn green. "", 'DEL(The)', 'ADD(Quickly)', ' ', 'ADD(m)', 'o', 'DEL(r)', 'ADD(ve to the middle of the left w)', 'a', 'ADD(ll, poi)', 'n', 'ADD(t your projectiles to the ri)', 'g', 'DEL(e)', 'ADD(ht,)', ' ', 'ADD(and)', 'DEL(blocks)', ' ', 'ADD(spa)', 'm', 'DEL(ove)', ' ', 'DEL(quickly and there are many of them. make )', 's', 'ADD(p)', 'DEL(ure you re)', 'a', 'DEL(d this instru)', 'c', 'DEL(tion car)', 'e', 'ADD(.)', 'DEL(fully before your start with the game)']",87.0,138.0,407.0
COGSCI21-LIVINGDOC-ITER-FR-1,SJWjivvxd,ryxWooPveO,avoid_george_v1,4,"Don't touch the yellow block, or you will die.  Don't let the yellow block touch all of the green blocks. You can use space to make a brown box appear. The brown box will not protect you from the yellow box.",1,HyK4f4UeO,6,"Don't touch the yellow block, or you will die.  Don't let the yellow block touch all of the green blocks. You can use space to make a brown box appear.",rJBirSPlO,56,"[""Don't touch the yellow block, or you will die.  Don't let the yellow block touch all of the green blocks. You can use space to make a brown box appear."", 'ADD( The brown box will not protect you from the yellow box.)']",0.0,56.0,151.0
